(2.10676, -0.919312, 8.61855)
(2.22167, -1.22575, 10.1507)
(1.83862, -1.22575, 9.46126)
(2.37489, -1.18745, 9.30804)
(2.41319, -1.07253, 9.46126)
(1.95354, -1.45558, 10.2657)
(1.91523, -1.07253, 9.38465)
(2.03015, -1.22575, 9.26973)
(2.33659, -0.995922, 9.46126)
(1.95354, -1.34066, 9.99752)
(1.80032, -1.14914, 9.30804)
(1.68541, -1.14914, 9.49956)
(1.76202, -1.18745, 9.65278)
(1.99184, -1.11084, 9.65278)
(1.83862, -1.03423, 9.61448)
(1.68541, -1.18745, 9.42295)
(1.57049, -1.22575, 9.72939)
(1.57049, -0.919312, 9.46126)
(1.37897, -1.30236, 9.61448)
(1.53219, -0.995922, 9.53786)
(1.6471, -0.957617, 9.806)
(1.34066, -1.14914, 9.57617)
(1.53219, -0.919312, 9.34634)
(1.6088, -1.11084, 9.53786)
(1.57049, -0.995922, 9.65278)
(1.53219, -0.995922, 9.57617)
(1.72371, -1.14914, 9.46126)
(1.6471, -0.995922, 9.38465)
(1.68541, -1.03423, 9.61448)
(1.6088, -1.22575, 9.23143)
(1.72371, -1.14914, 9.65278)
(1.72371, -1.07253, 9.61448)
(1.57049, -1.14914, 9.49956)
(1.6471, -0.881008, 9.61448)
(1.80032, -1.18745, 9.42295)
(1.53219, -1.14914, 9.57617)
(1.41727, -1.03423, 9.38465)
(1.6471, -1.11084, 9.53786)
(1.76202, -1.30236, 9.57617)
(1.76202, -1.07253, 9.53786)
(1.76202, -1.18745, 9.61448)
(1.83862, -1.07253, 9.53786)
(1.57049, -1.18745, 9.53786)
(1.68541, -1.07253, 9.61448)
(1.76202, -1.11084, 9.49956)
(1.72371, -1.07253, 9.65278)
(1.80032, -1.03423, 9.49956)
(1.76202, -1.30236, 9.65278)
(1.6088, -0.957617, 9.61448)
(1.68541, -1.14914, 9.49956)
(1.72371, -1.14914, 9.57617)
(1.68541, -1.07253, 9.53786)
(1.6088, -1.22575, 9.76769)
(1.72371, -1.03423, 9.53786)
(1.53219, -0.995922, 9.76769)
(1.6471, -1.07253, 9.42295)
(1.76202, -1.11084, 9.46126)
(1.6471, -0.995922, 9.57617)
(1.91523, -1.11084, 9.69109)
(1.6088, -1.11084, 9.57617)
(1.6471, -1.03423, 9.61448)
(1.83862, -1.18745, 9.38465)
(1.49388, -1.07253, 9.65278)
(1.49388, -1.03423, 9.53786)
(1.57049, -1.18745, 9.42295)
(1.57049, -1.07253, 9.65278)
(1.80032, -1.14914, 9.57617)
(1.57049, -1.30236, 9.42295)
(1.6088, -1.14914, 9.49956)
(1.83862, -1.14914, 9.76769)
(1.68541, -1.26405, 9.49956)
(1.49388, -1.11084, 9.49956)
(1.72371, -1.26405, 9.72939)
(1.80032, -1.07253, 9.38465)
(1.72371, -1.26405, 9.46126)
(1.6088, -1.03423, 9.57617)
(1.87693, -1.07253, 9.61448)
(1.99184, -1.14914, 9.57617)
(1.83862, -1.07253, 9.46126)
(1.80032, -1.07253, 9.57617)
(1.95354, -1.07253, 9.53786)
