(8.88668, -2.18337, -2.91116)
(8.54194, -2.37489, -3.10268)
(8.50364, -2.03015, -2.60472)
(8.88668, -2.41319, -2.4898)
(8.96329, -2.22167, -3.17929)
(9.11651, -2.37489, -2.83455)
(9.03991, -2.18337, -2.68133)
(8.92499, -2.22167, -2.75794)
(9.03991, -2.37489, -2.91116)
(9.38465, -2.25998, -2.98777)
(9.30804, -2.29828, -2.75794)
(9.11651, -2.33659, -2.87285)
(8.96329, -2.29828, -2.79624)
(8.84838, -2.4515, -2.41319)
(8.92499, -2.33659, -2.4898)
(9.0016, -2.29828, -2.79624)
(8.92499, -2.4898, -2.79624)
(9.11651, -2.25998, -2.94946)
(9.11651, -2.33659, -2.71963)
(9.03991, -2.22167, -2.56641)
(9.15482, -2.14506, -2.98777)
(9.23143, -2.33659, -2.98777)
(9.46126, -2.33659, -2.64302)
(9.03991, -2.22167, -2.79624)
(8.96329, -2.37489, -2.91116)
(8.96329, -2.22167, -2.98777)
(9.07821, -2.33659, -2.71963)
(9.19312, -2.4898, -2.60472)
(9.0016, -2.10676, -2.79624)
(8.88668, -2.52811, -2.25998)
(9.42295, -2.4898, -2.75794)
(9.23143, -2.14506, -3.10268)
(9.03991, -2.33659, -3.14098)
(8.88668, -2.25998, -2.68133)
(8.92499, -2.52811, -3.17929)
(8.92499, -2.33659, -3.21759)
(8.88668, -2.22167, -2.94946)
(8.96329, -2.29828, -2.94946)
(9.11651, -2.41319, -3.10268)
(8.84838, -2.22167, -2.94946)
(9.03991, -2.22167, -3.10268)
(9.0016, -2.25998, -2.83455)
(9.0016, -2.29828, -2.79624)
(8.92499, -2.25998, -2.87285)
(8.96329, -2.14506, -2.98777)
(9.03991, -2.22167, -2.94946)
(9.07821, -2.22167, -2.91116)
(8.92499, -2.29828, -2.91116)
(9.15482, -2.14506, -2.91116)
(9.03991, -2.25998, -2.79624)
(8.84838, -2.33659, -2.79624)
(8.92499, -2.37489, -2.79624)
(8.84838, -2.29828, -2.91116)
(9.0016, -2.25998, -2.79624)
(9.03991, -2.22167, -3.06437)
(8.73347, -2.25998, -3.14098)
(9.0016, -2.29828, -2.91116)
(9.15482, -2.37489, -2.94946)
(8.92499, -2.29828, -2.91116)
(8.88668, -2.33659, -2.75794)
(9.03991, -2.25998, -2.94946)
(8.96329, -2.29828, -2.87285)
(8.96329, -2.29828, -2.98777)
(9.15482, -2.25998, -2.79624)
(9.0016, -2.33659, -2.94946)
(9.0016, -2.18337, -2.79624)
(9.07821, -2.33659, -2.91116)
(8.88668, -2.18337, -2.75794)
(9.0016, -2.33659, -2.87285)
(8.88668, -2.25998, -2.79624)
(8.92499, -2.29828, -2.98777)
(8.92499, -2.29828, -3.06437)
(9.11651, -2.25998, -2.98777)
(9.07821, -2.22167, -2.79624)
(9.15482, -2.25998, -2.87285)
(8.92499, -2.18337, -2.91116)
(9.07821, -2.22167, -2.64302)
(8.96329, -2.37489, -2.87285)
(8.84838, -2.41319, -2.91116)
(9.19312, -2.25998, -2.75794)
(9.03991, -2.41319, -2.94946)
(9.0016, -2.25998, -2.52811)
(9.03991, -2.37489, -2.87285)
(8.96329, -2.18337, -2.98777)
(8.96329, -2.4515, -2.98777)
(8.96329, -2.25998, -2.83455)
(8.92499, -2.22167, -3.10268)
(9.03991, -2.41319, -2.71963)
(9.11651, -2.25998, -2.83455)
(9.0016, -2.33659, -2.94946)
(8.96329, -2.33659, -2.68133)
(9.0016, -2.29828, -2.94946)
(9.0016, -2.37489, -2.71963)
(9.03991, -2.41319, -3.14098)
(9.03991, -2.29828, -2.94946)
(8.88668, -2.33659, -2.83455)
(8.92499, -2.4898, -2.79624)
(9.0016, -2.37489, -2.83455)
(9.03991, -2.06845, -2.56641)
(9.03991, -2.29828, -2.94946)
(9.03991, -2.37489, -2.68133)
(8.88668, -2.33659, -2.83455)
(9.07821, -2.29828, -3.06437)
(9.0016, -2.25998, -2.94946)
(9.0016, -2.41319, -3.02607)
(8.96329, -2.22167, -2.94946)
(9.03991, -2.29828, -2.94946)
(9.07821, -2.18337, -2.91116)
(8.96329, -2.33659, -2.75794)
(8.81008, -2.33659, -3.02607)
(9.0016, -2.33659, -2.91116)
(8.88668, -2.22167, -3.02607)
(8.65686, -2.25998, -2.83455)
(9.15482, -2.14506, -3.17929)
(9.11651, -2.29828, -2.56641)
(9.11651, -2.41319, -2.91116)
(9.03991, -2.37489, -3.02607)
(9.03991, -2.37489, -2.91116)
(9.15482, -2.33659, -2.98777)
(9.15482, -2.29828, -2.91116)
(9.15482, -2.29828, -2.71963)
(8.81008, -2.56641, -2.71963)
(8.88668, -2.14506, -3.06437)
