
timestamp(ms),ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps),roll(deg),pitch(deg)
259867,6.332,1.128,15.524,-0.090,0.038,0.052,4.16,-22.14
260117,6.248,1.134,15.572,-0.076,0.066,0.040,4.17,-21.81
260367,6.258,1.118,15.576,-0.080,0.064,0.048,4.11,-21.84
260617,6.266,1.156,15.620,-0.104,0.004,0.056,4.23,-21.80
260867,6.276,1.310,15.508,-0.204,-0.022,0.064,4.83,-21.96
261118,6.264,1.128,15.572,-0.024,0.186,0.020,4.14,-21.86
261368,6.384,1.124,15.570,-0.078,0.034,0.058,4.13,-22.24
261618,6.284,1.108,15.616,-0.106,0.016,0.058,4.06,-21.87
261868,6.298,1.116,15.564,-0.086,0.034,0.052,4.10,-21.98
262118,6.288,1.128,15.584,-0.110,-0.030,0.062,4.14,-21.92
262368,6.294,1.152,15.560,-0.098,0.022,0.050,4.23,-21.97
262618,6.308,1.122,15.574,-0.080,0.050,0.054,4.12,-22.00
262868,6.294,1.116,15.594,-0.084,0.030,0.054,4.09,-21.93
263119,6.290,1.120,15.562,-0.090,0.016,0.060,4.12,-21.96
263369,6.282,1.124,15.560,-0.090,0.026,0.058,4.13,-21.93
263619,6.270,1.140,15.582,-0.090,0.034,0.050,4.18,-21.87
263869,6.268,1.130,15.562,-0.078,0.072,0.046,4.15,-21.89
264119,6.256,1.128,15.564,-0.084,0.050,0.050,4.15,-21.85
264369,6.426,1.080,15.478,0.000,0.200,0.054,3.99,-22.50
264619,6.250,1.154,15.574,-0.070,0.060,0.040,4.24,-21.81
264869,6.312,1.110,15.566,-0.098,-0.024,0.070,4.08,-22.02
265120,6.320,1.094,15.548,-0.088,0.028,0.054,4.02,-22.07
265370,6.306,1.118,15.568,-0.102,-0.006,0.068,4.11,-22.00
265620,6.276,1.116,15.566,-0.104,0.014,0.056,4.10,-21.91
265870,6.314,1.114,15.560,-0.070,0.084,0.042,4.10,-22.04
266120,6.240,1.138,15.580,-0.080,0.072,0.052,4.18,-21.77
266370,6.290,1.104,15.574,-0.096,0.002,0.058,4.05,-21.94
266620,6.234,1.110,15.590,-0.082,0.068,0.048,4.07,-21.75
266870,6.272,1.154,15.658,-0.072,0.070,0.042,4.22,-21.78
267121,6.328,1.078,15.560,-0.066,0.090,0.036,3.96,-22.08
267371,6.274,1.130,15.574,-0.096,0.006,0.054,4.15,-21.89
267621,6.298,1.088,15.582,-0.086,0.030,0.062,3.99,-21.96
267871,6.248,1.112,15.584,-0.094,0.016,0.054,4.08,-21.80
268121,6.284,1.112,15.568,-0.072,0.106,0.036,4.09,-21.93
268371,6.290,1.110,15.558,-0.096,0.008,0.060,4.08,-21.96
268621,6.258,1.122,15.592,-0.080,0.010,0.054,4.12,-21.82
268871,6.238,1.140,15.608,-0.086,0.036,0.052,4.18,-21.73
269122,6.274,1.112,15.546,-0.058,0.126,0.026,4.09,-21.93
269372,6.330,1.106,15.578,-0.084,0.038,0.052,4.06,-22.06
269622,6.266,1.098,15.572,-0.094,0.034,0.050,4.03,-21.87
269872,6.224,1.194,15.592,-0.048,0.128,0.030,4.38,-21.70
270122,6.254,1.134,15.586,-0.086,0.042,0.062,4.16,-21.81
270372,6.282,1.144,15.586,-0.100,-0.002,0.062,4.20,-21.90
270622,6.240,1.134,15.604,-0.076,0.070,0.042,4.16,-21.74
270872,6.242,1.086,15.600,-0.082,0.062,0.048,3.98,-21.76
271123,6.296,1.126,15.588,-0.088,0.038,0.054,4.13,-21.94
271373,6.254,1.134,15.562,-0.110,-0.022,0.062,4.17,-21.84
271623,6.296,1.124,15.574,-0.060,0.098,0.036,4.13,-21.96
271873,6.280,1.112,15.538,-0.096,0.030,0.060,4.09,-21.96
272123,6.308,1.128,15.558,-0.082,0.030,0.054,4.15,-22.02
272373,6.300,1.132,15.540,-0.082,0.040,0.052,4.17,-22.02
272623,6.282,1.116,15.556,-0.086,0.044,0.046,4.10,-21.94
272873,6.298,1.136,15.552,-0.102,-0.004,0.056,4.18,-21.99
273124,6.352,1.102,15.592,-0.102,-0.076,0.084,4.04,-22.12
273374,6.232,1.152,15.554,-0.104,-0.032,0.066,4.24,-21.78
273624,6.226,1.116,15.646,-0.092,0.000,0.060,4.08,-21.65
273874,6.296,1.066,15.538,-0.026,0.118,0.032,3.92,-22.01
274124,6.256,1.134,15.586,-0.098,0.008,0.060,4.16,-21.82
274374,6.284,1.114,15.566,-0.106,-0.032,0.062,4.09,-21.93
274624,6.264,1.120,15.596,-0.098,0.050,0.054,4.11,-21.83
274874,6.282,1.172,15.552,-0.090,0.022,0.056,4.31,-21.94
275125,6.270,1.132,15.548,-0.070,0.070,0.048,4.16,-21.91
275375,6.306,1.128,15.572,-0.086,0.030,0.052,4.14,-21.99
275625,6.278,1.118,15.584,-0.080,0.050,0.052,4.10,-21.89
275875,6.242,1.110,15.550,-0.094,0.064,0.038,4.08,-21.82
276125,6.286,1.144,15.568,-0.076,0.056,0.044,4.20,-21.93
276375,6.192,1.092,15.586,-0.076,0.062,0.060,4.01,-21.62
276625,6.290,1.104,15.580,-0.104,0.016,0.056,4.05,-21.94
276875,6.320,1.098,15.558,-0.056,0.054,0.042,4.04,-22.06
277126,6.268,1.144,15.552,-0.090,0.042,0.046,4.21,-21.90
277376,6.240,1.142,15.560,-0.094,0.030,0.052,4.20,-21.80
277626,6.278,1.112,15.556,-0.106,-0.012,0.060,4.09,-21.93
277876,6.288,1.110,15.572,-0.076,0.052,0.044,4.08,-21.94
278126,6.276,1.108,15.582,-0.106,-0.012,0.058,4.07,-21.89
278376,6.302,1.072,15.574,-0.096,0.022,0.056,3.94,-21.98
278626,6.304,1.100,15.574,-0.082,0.048,0.052,4.04,-21.99
278876,6.276,1.110,15.560,-0.076,0.058,0.054,4.08,-21.92
279127,6.282,1.094,15.562,-0.078,0.068,0.046,4.02,-21.93
279377,6.240,1.164,15.562,-0.080,0.066,0.052,4.28,-21.79
279627,6.274,1.172,15.514,-0.058,0.098,0.044,4.32,-21.96
279877,6.306,1.114,15.574,-0.084,0.056,0.044,4.09,-21.99
280127,6.282,1.068,15.566,-0.102,0.068,0.050,3.92,-21.93
280377,6.300,1.130,15.546,-0.052,0.120,0.032,4.16,-22.01
280627,6.296,1.136,15.526,-0.080,0.058,0.042,4.18,-22.02
280877,6.276,1.114,15.584,-0.088,0.028,0.050,4.09,-21.89
281128,6.296,1.132,15.582,-0.090,0.038,0.052,4.16,-21.95
281378,6.274,1.124,15.586,-0.090,0.022,0.054,4.12,-21.88
281628,6.280,1.136,15.560,-0.096,0.016,0.062,4.18,-21.93
281878,6.278,1.106,15.594,-0.092,0.026,0.060,4.06,-21.88
282128,6.254,1.114,15.572,-0.102,0.004,0.066,4.09,-21.83
282378,6.282,1.130,15.578,-0.074,0.066,0.042,4.15,-21.91
282628,6.264,1.082,15.586,-0.060,0.096,0.042,3.97,-21.85
282878,6.346,1.094,15.602,-0.112,-0.034,0.076,4.01,-22.08
283129,6.272,1.110,15.596,-0.092,0.032,0.054,4.07,-21.86
283379,6.282,1.110,15.578,-0.066,0.096,0.044,4.08,-21.91
283629,6.280,1.124,15.584,-0.086,0.042,0.048,4.13,-21.90
283879,6.274,1.120,15.574,-0.086,0.044,0.052,4.11,-21.89
284129,6.272,1.138,15.600,-0.088,0.020,0.056,4.17,-21.85
284379,6.262,1.156,15.566,-0.106,-0.012,0.058,4.25,-21.86
284629,6.288,1.184,15.564,-0.082,0.048,0.046,4.35,-21.94
284879,6.288,1.146,15.568,-0.090,0.038,0.054,4.21,-21.94
285130,6.294,1.136,15.552,-0.090,0.024,0.054,4.18,-21.98
285380,6.300,1.130,15.572,-0.092,0.032,0.056,4.15,-21.97
285630,6.312,1.116,15.572,-0.078,0.038,0.054,4.10,-22.01
285880,6.268,1.116,15.574,-0.076,0.066,0.044,4.10,-21.87
286130,6.276,1.114,15.578,-0.072,0.072,0.042,4.09,-21.89
286380,6.286,1.112,15.578,-0.096,0.022,0.058,4.08,-21.92
286630,6.272,1.130,15.560,-0.084,0.052,0.054,4.15,-21.90
286880,6.326,1.090,15.600,-0.070,0.078,0.040,4.00,-22.02
287131,6.310,1.108,15.578,-0.086,0.040,0.052,4.07,-22.00
287381,6.278,1.120,15.582,-0.100,0.014,0.050,4.11,-21.89
287631,6.256,1.120,15.580,-0.086,0.028,0.058,4.11,-21.83
287881,6.270,1.116,15.570,-0.092,0.032,0.050,4.10,-21.88
288131,6.256,1.126,15.578,-0.096,0.022,0.056,4.13,-21.83
288381,6.286,1.124,15.572,-0.084,0.056,0.052,4.13,-21.93
288631,6.282,1.104,15.572,-0.084,0.050,0.046,4.06,-21.92
288881,6.288,1.094,15.586,-0.104,0.004,0.060,4.02,-21.92
289132,6.268,1.124,15.584,-0.088,0.044,0.046,4.13,-21.86
289382,6.262,1.150,15.574,-0.088,0.046,0.046,4.22,-21.85
289632,6.294,1.112,15.568,-0.088,0.034,0.050,4.09,-21.96
289882,6.288,1.120,15.586,-0.086,0.032,0.054,4.11,-21.92
290132,6.232,1.126,15.576,-0.100,0.008,0.056,4.13,-21.76
290382,6.284,1.090,15.582,-0.094,0.024,0.058,4.00,-21.92
290632,6.260,1.090,15.600,-0.068,0.082,0.036,4.00,-21.82
290882,6.330,1.072,15.596,-0.072,0.072,0.036,3.93,-22.04
291133,6.250,1.112,15.584,-0.082,0.048,0.052,4.08,-21.80
291383,6.260,1.128,15.592,-0.088,0.044,0.052,4.14,-21.82
291633,6.278,1.120,15.570,-0.094,0.024,0.056,4.11,-21.91
291883,6.282,1.142,15.596,-0.060,0.082,0.040,4.19,-21.89
292133,6.242,1.144,15.568,-0.086,0.052,0.040,4.20,-21.80
292383,6.268,1.122,15.586,-0.078,0.060,0.050,4.12,-21.86
292633,6.282,1.114,15.560,-0.090,0.022,0.060,4.10,-21.93
292883,6.276,1.132,15.556,-0.088,0.044,0.050,4.16,-21.92
293134,6.258,1.130,15.570,-0.092,0.018,0.056,4.15,-21.84
293384,6.286,1.164,15.564,-0.084,0.046,0.052,4.28,-21.94
293634,6.256,1.138,15.478,-0.082,0.058,0.050,4.21,-21.95
293884,6.322,1.162,15.574,-0.122,-0.086,0.080,4.27,-22.04
294134,6.266,1.178,15.510,-0.064,0.106,0.042,4.34,-21.94
294384,6.334,1.094,15.566,-0.088,0.010,0.060,4.02,-22.09
294634,6.280,1.116,15.548,-0.080,0.064,0.040,4.11,-21.94
294884,6.232,1.176,15.464,-0.022,0.202,0.024,4.35,-21.89
295135,6.262,1.106,15.582,-0.092,0.026,0.040,4.06,-21.84
295385,6.212,1.154,15.570,-0.072,0.082,0.034,4.24,-21.70
295635,6.284,1.104,15.564,-0.082,0.058,0.048,4.06,-21.94
295885,6.272,1.116,15.570,-0.076,0.066,0.052,4.10,-21.89
296135,6.272,1.118,15.542,-0.096,0.016,0.056,4.11,-21.93
296385,6.272,1.114,15.578,-0.086,0.048,0.052,4.09,-21.88
296635,6.278,1.126,15.564,-0.078,0.052,0.042,4.14,-21.92
296885,6.254,1.146,15.540,-0.094,0.014,0.056,4.22,-21.87
297136,6.312,1.136,15.542,-0.094,0.020,0.058,4.18,-22.05
297386,6.284,1.140,15.598,-0.092,0.018,0.064,4.18,-21.89
297636,6.298,1.116,15.552,-0.082,0.052,0.052,4.10,-22.00
297886,6.264,1.136,15.520,-0.084,0.054,0.054,4.19,-21.93
298136,6.258,1.132,15.558,-0.080,0.056,0.048,4.16,-21.86
298386,6.272,1.134,15.550,-0.084,0.042,0.056,4.17,-21.91
298636,6.256,1.146,15.560,-0.088,0.042,0.052,4.21,-21.85
298886,6.304,1.138,15.516,-0.096,0.004,0.052,4.19,-22.06
299137,6.286,1.108,15.550,-0.092,0.026,0.058,4.08,-21.96
299387,6.294,1.096,15.544,-0.090,0.044,0.054,4.03,-21.99
299637,6.286,1.118,15.560,-0.080,0.058,0.046,4.11,-21.95
299887,6.272,1.130,15.548,-0.090,0.032,0.060,4.16,-21.92
300137,6.272,1.120,15.548,-0.086,0.012,0.060,4.12,-21.92
300387,6.278,1.104,15.562,-0.082,0.044,0.054,4.06,-21.92
300637,6.294,1.110,15.556,-0.082,0.042,0.048,4.08,-21.98
300887,6.278,1.098,15.570,-0.086,0.036,0.046,4.03,-21.91
301138,6.270,1.122,15.584,-0.096,0.008,0.058,4.12,-21.87
301388,6.290,1.144,15.540,-0.092,0.016,0.056,4.21,-21.98
301638,6.302,1.116,15.552,-0.072,0.092,0.040,4.10,-22.01
301888,6.298,1.126,15.590,-0.098,0.016,0.054,4.13,-21.95
302138,6.208,1.150,15.550,-0.066,0.090,0.054,4.23,-21.71
302388,6.230,1.170,15.534,-0.072,0.080,0.034,4.31,-21.80
302638,6.274,1.146,15.574,-0.064,0.080,0.050,4.21,-21.89
302888,6.246,1.130,15.568,-0.096,0.008,0.058,4.15,-21.81
303139,6.292,1.140,15.520,-0.058,0.118,0.038,4.20,-22.01
303389,6.296,1.094,15.560,-0.106,-0.046,0.066,4.02,-21.98
303639,6.294,1.130,15.606,-0.234,-0.398,0.182,4.14,-21.91
303889,6.264,1.166,15.578,-0.112,0.000,0.064,4.28,-21.85
304139,6.232,1.130,15.566,-0.090,0.038,0.048,4.15,-21.77
304389,6.300,1.178,15.498,-0.056,0.092,0.048,4.35,-22.06
304639,6.256,1.076,15.596,-0.124,-0.074,0.074,3.95,-21.81
304889,6.260,1.134,15.572,-0.100,0.008,0.060,4.17,-21.85
305140,6.284,1.120,15.572,-0.076,0.066,0.050,4.11,-21.93
305390,6.306,1.120,15.576,-0.086,0.024,0.052,4.11,-21.99
305640,6.286,1.142,15.554,-0.092,0.024,0.058,4.20,-21.95
305890,6.292,1.104,15.596,-0.092,0.004,0.054,4.05,-21.92
306140,6.270,1.140,15.552,-0.136,-0.106,0.086,4.19,-21.90
306390,6.266,1.160,15.570,-0.106,-0.026,0.066,4.26,-21.87
306640,12.844,4.366,16.194,2.170,-21.500,-8.852,15.09,-37.44
306890,8.282,-2.720,10.426,-8.176,-12.524,-10.986,-14.62,-37.55
307141,15.878,-3.428,7.284,-3.258,-7.660,-0.734,-25.20,-63.11
307391,15.056,-3.504,4.978,1.910,0.484,2.304,-35.14,-67.99
307641,14.926,-1.956,3.254,1.676,-29.054,2.616,-31.01,-75.73
307891,16.368,-3.846,-2.292,0.456,-1.722,0.192,-120.79,-74.70
308141,14.292,-5.260,-6.406,-2.828,-3.022,0.720,-140.61,-59.89
308391,14.276,-4.586,-7.104,0.314,-0.408,-0.192,-147.16,-59.36
308641,13.766,-4.662,-7.160,0.326,0.376,0.828,-146.93,-58.17
308891,13.834,-4.882,-7.144,-0.652,-4.456,0.518,-145.65,-57.98
309142,13.520,-5.484,-7.108,1.408,6.420,-3.224,-142.35,-56.41
309392,16.000,-4.852,-4.402,-2.436,-10.340,0.834,-132.22,-67.73
1450,10.036,-5.456,12.192,-0.220,-0.276,0.252,-24.11,-36.92
1699,10.206,-5.544,11.968,-0.190,0.264,0.198,-24.86,-37.73
1949,9.770,-5.726,12.252,-0.068,0.060,0.158,-25.05,-35.85
2199,9.778,-5.734,12.336,-0.010,-0.146,0.196,-24.93,-35.71
2449,9.580,-5.732,12.452,-0.200,1.250,0.430,-24.72,-34.95
2699,9.336,-5.940,12.716,0.158,-0.190,-0.084,-25.04,-33.63
2949,9.308,-5.950,12.690,-0.550,0.176,-0.300,-25.12,-33.59
3199,9.436,-5.910,12.502,-0.212,-0.196,0.094,-25.30,-34.31
3449,13.238,-3.862,14.606,1.954,-0.976,9.542,-14.81,-41.23
3699,9.814,-5.294,12.996,4.728,-2.266,2.934,-22.16,-34.97
3949,9.434,-4.138,10.584,4.384,1.260,2.184,-21.35,-39.70
4199,13.716,-4.828,9.354,4.154,-6.746,1.198,-27.30,-52.50
4449,10.886,-3.840,11.492,-0.390,6.952,0.494,-18.48,-41.94
4699,10.224,-2.956,13.144,4.182,-1.956,2.574,-12.67,-37.19
4949,13.178,-3.224,11.166,1.188,-8.272,1.680,-16.11,-48.59
5199,12.930,-3.090,9.908,0.644,0.412,-0.344,-17.32,-51.25
5449,12.550,-2.208,10.844,0.626,0.968,-0.364,-11.51,-48.59
5699,12.664,-1.594,10.244,0.304,-0.076,-0.644,-8.84,-50.69
5949,13.170,-1.804,9.980,-0.056,-0.020,0.086,-10.25,-52.40
6199,13.240,-1.752,9.994,-0.060,0.078,0.016,-9.94,-52.54
6449,13.188,-1.722,10.058,-0.090,0.110,0.060,-9.72,-52.27
6699,13.202,-1.650,10.068,0.014,-0.060,-0.008,-9.31,-52.30
6949,13.270,-1.696,10.070,0.046,0.122,-0.078,-9.56,-52.42
7199,13.310,-1.566,10.008,-0.048,-0.018,0.022,-8.89,-52.73
7449,13.260,-1.508,9.994,0.094,-0.342,0.048,-8.58,-52.68
7699,13.348,-1.456,9.934,-0.084,-0.120,0.086,-8.34,-53.05
7949,13.286,-1.408,9.954,0.014,-0.130,0.020,-8.05,-52.89
8199,13.406,-1.412,9.892,-0.052,0.126,0.028,-8.12,-53.30
8449,13.302,-1.392,9.786,0.140,0.048,-0.108,-8.10,-53.38
8699,13.334,-1.294,9.864,-0.120,-0.054,0.100,-7.47,-53.27
8949,13.364,-1.252,9.820,-0.102,0.040,0.090,-7.27,-53.47
9199,13.490,-1.274,9.764,-0.014,0.016,-0.062,-7.43,-53.87
9449,13.538,-1.200,9.582,-0.046,-0.120,0.058,-7.14,-54.50
9699,13.444,-1.202,9.802,-0.048,-0.088,0.034,-6.99,-53.70
9949,13.426,-1.296,9.740,-0.082,-0.032,0.054,-7.58,-53.80
10199,13.446,-1.222,9.698,-0.028,-0.136,0.042,-7.18,-53.98
10449,13.450,-1.174,9.720,-0.028,0.066,-0.008,-6.89,-53.95
10699,13.474,-1.162,9.690,-0.118,0.010,0.114,-6.84,-54.08
10949,13.524,-1.130,9.712,-0.024,-0.010,0.018,-6.64,-54.13
11199,13.494,-1.132,9.746,-0.032,0.012,0.010,-6.63,-53.98
11449,13.460,-1.160,9.696,-0.070,0.046,0.010,-6.82,-54.04
11699,13.462,-1.040,9.710,-0.070,0.046,-0.010,-6.11,-54.04
11949,13.474,-1.126,9.654,-0.108,0.094,0.070,-6.65,-54.20
12199,13.538,-1.090,9.642,-0.060,-0.024,0.040,-6.45,-54.37
12449,13.518,-1.100,9.694,-0.072,0.006,0.044,-6.47,-54.18
12699,13.498,-1.096,9.652,-0.118,0.116,0.054,-6.48,-54.26
12949,13.512,-1.038,9.670,-0.086,0.142,0.046,-6.13,-54.25
13199,13.568,-0.990,9.618,-0.002,-0.050,-0.006,-5.88,-54.53
13449,13.542,-0.950,9.574,-0.060,0.056,0.052,-5.67,-54.61
13699,13.332,-0.902,9.812,-1.312,1.878,-2.282,-5.25,-53.53
13949,12.448,-0.228,11.014,-0.526,1.230,0.240,-1.19,-48.49
14199,12.936,-0.892,10.430,-0.674,-1.324,0.504,-4.89,-51.02
14449,13.166,-1.030,10.272,0.742,4.128,-0.074,-5.73,-51.90
14699,11.290,-0.852,11.616,0.772,-0.922,1.184,-4.19,-44.11
14949,12.398,-0.906,11.136,-0.076,0.120,0.054,-4.65,-47.98
15199,12.816,-0.934,10.908,-0.196,0.172,-0.042,-4.89,-49.49
15449,12.594,-0.920,10.902,-0.128,0.154,0.018,-4.82,-49.02
15699,12.360,-0.954,11.172,-0.016,0.042,0.060,-4.88,-47.79
15949,12.386,-0.944,11.148,-0.086,0.068,0.090,-4.84,-47.91
16199,12.674,-0.946,10.876,-0.084,-0.050,0.054,-4.97,-49.26
16449,12.492,-0.994,11.046,-0.046,-0.082,0.106,-5.14,-48.40
16699,12.636,-0.896,10.962,0.034,-0.212,0.120,-4.67,-48.96
16949,12.530,-0.918,11.008,-0.034,0.018,0.136,-4.77,-48.60
17199,13.234,-0.504,10.346,0.838,-2.116,0.562,-2.79,-51.95
17449,13.806,-1.454,9.792,0.104,-1.574,0.760,-8.45,-54.36
17699,10.760,1.350,11.280,-3.172,14.202,-0.242,6.82,-43.44
17949,12.184,-0.426,11.360,-0.308,2.152,0.064,-2.15,-46.98
18199,11.078,-0.414,12.466,-0.048,0.586,0.074,-1.90,-41.61
18449,11.124,-0.310,12.436,-0.120,-0.702,0.100,-1.43,-41.80
18699,11.262,-0.116,12.362,-0.110,0.816,0.026,-0.54,-42.33
18949,11.286,-0.324,12.334,-0.074,0.030,0.072,-1.50,-42.45
19199,11.334,-0.302,12.296,-0.068,0.066,0.030,-1.41,-42.66
19449,11.304,-0.314,12.346,-0.102,-0.016,0.070,-1.46,-42.47
19699,11.284,-0.326,12.352,-0.098,0.114,0.066,-1.51,-42.40
19949,11.284,-0.316,12.396,-0.094,0.044,0.050,-1.46,-42.30
20199,11.162,-0.288,12.456,-0.100,0.056,0.070,-1.32,-41.86
20449,11.158,-0.274,12.522,-0.106,0.092,0.044,-1.25,-41.70
20699,11.178,-0.316,12.478,-0.074,0.056,0.062,-1.45,-41.85
20949,11.134,-0.288,12.476,-0.018,0.330,0.018,-1.32,-41.74
21199,10.890,-0.274,12.666,-0.038,0.346,0.080,-1.24,-40.68
21449,10.896,-0.310,12.664,-0.090,0.054,0.056,-1.40,-40.70
21699,10.890,-0.292,12.692,-0.098,0.062,0.050,-1.32,-40.62
21949,10.916,-0.288,12.670,-0.092,0.150,0.056,-1.30,-40.74
22199,10.854,-0.278,12.674,-0.090,0.094,0.066,-1.26,-40.57
22449,10.886,-0.284,12.656,-0.080,0.080,0.058,-1.29,-40.69
22699,10.884,-0.316,12.692,-0.104,0.110,0.052,-1.43,-40.61
22949,11.020,-0.246,12.448,-0.212,0.326,0.034,-1.13,-41.51
23199,10.860,-0.306,12.708,-0.066,0.156,0.064,-1.38,-40.51
23449,10.796,-0.282,12.730,-0.076,0.118,0.058,-1.27,-40.29
23699,10.794,-0.298,12.736,-0.098,0.020,0.060,-1.34,-40.27
23949,10.818,-0.282,12.758,-0.088,0.092,0.062,-1.27,-40.29
24199,10.782,-0.272,12.768,-0.092,0.008,0.050,-1.22,-40.17
24449,10.760,-0.280,12.792,-0.094,0.040,0.048,-1.25,-40.06
24699,10.792,-0.280,12.730,-0.102,-0.012,0.056,-1.26,-40.28
24949,10.774,-0.286,12.764,-0.082,0.098,0.044,-1.28,-40.16
25199,10.782,-0.292,12.788,-0.096,0.018,0.050,-1.31,-40.13
25449,10.760,-0.268,12.832,-0.112,0.006,0.036,-1.20,-39.97
25699,10.760,-0.292,12.824,-0.102,0.008,0.062,-1.30,-39.99
25949,10.716,-0.302,12.808,-0.092,0.040,0.052,-1.35,-39.91
26199,10.730,-0.274,12.832,-0.108,0.014,0.060,-1.22,-39.90
26449,10.758,-0.268,12.848,-0.084,0.050,0.062,-1.19,-39.93
26699,10.786,-0.304,12.776,-0.100,0.012,0.050,-1.36,-40.16
26949,10.704,-0.286,12.780,-0.080,0.098,0.062,-1.28,-39.94
27199,10.714,-0.262,12.836,-0.112,-0.020,0.056,-1.17,-39.85
27449,10.716,-0.250,12.834,-0.120,-0.090,0.050,-1.12,-39.86
27699,10.780,-0.294,12.826,-0.142,-0.186,0.050,-1.31,-40.04
27949,10.760,-0.262,12.812,-0.084,0.094,0.068,-1.17,-40.02
28199,10.636,-0.260,12.792,-0.094,0.098,0.062,-1.16,-39.74
28449,10.710,-0.288,12.840,-0.094,0.070,0.054,-1.28,-39.82
28699,10.654,-0.258,12.894,-0.126,-0.108,0.046,-1.15,-39.56
28949,10.554,-0.300,13.176,-0.174,0.432,0.050,-1.30,-38.69
29199,10.524,-0.276,12.968,-0.090,0.032,0.056,-1.22,-39.05
29449,10.542,-0.268,12.978,-0.094,0.038,0.060,-1.18,-39.08
29699,10.558,-0.286,12.976,-0.090,0.034,0.056,-1.26,-39.13
29949,10.546,-0.298,12.978,-0.088,0.042,0.060,-1.32,-39.09
30199,10.552,-0.266,12.948,-0.098,0.046,0.056,-1.18,-39.17
30449,10.568,-0.258,12.980,-0.090,0.046,0.054,-1.14,-39.15
30699,10.540,-0.240,12.974,-0.088,0.056,0.060,-1.06,-39.09
30949,10.544,-0.252,12.958,-0.092,0.042,0.056,-1.11,-39.13
31199,10.536,-0.268,12.972,-0.092,0.032,0.062,-1.18,-39.08
31449,10.546,-0.254,12.996,-0.088,0.046,0.062,-1.12,-39.05
31699,10.530,-0.276,12.990,-0.076,0.082,0.054,-1.22,-39.02
31949,10.538,-0.230,12.992,-0.088,0.048,0.060,-1.01,-39.04
32199,10.562,-0.300,13.000,-0.090,0.036,0.064,-1.32,-39.09
32449,10.504,-0.230,12.946,-0.050,0.206,0.060,-1.02,-39.05
32699,10.556,-0.286,12.984,-0.094,0.036,0.054,-1.26,-39.10
32949,10.560,-0.244,12.988,-0.088,0.054,0.056,-1.08,-39.11
33199,10.558,-0.292,13.010,-0.086,0.034,0.052,-1.29,-39.05
33449,10.488,-0.244,12.980,-0.084,0.038,0.050,-1.08,-38.93
33699,10.540,-0.306,13.010,-0.108,-0.034,0.064,-1.35,-39.00
33949,10.570,-0.268,12.998,-0.062,0.102,0.052,-1.18,-39.11
34199,10.534,-0.280,13.000,-0.090,0.038,0.056,-1.23,-39.01
34449,10.516,-0.252,12.992,-0.090,0.040,0.060,-1.11,-38.98
34699,10.480,-0.234,13.006,-0.116,-0.014,0.076,-1.03,-38.86
34949,10.526,-0.258,12.994,-0.086,0.052,0.054,-1.14,-39.00
35199,10.480,-0.270,13.028,-0.088,0.044,0.054,-1.19,-38.81
35449,10.464,-0.228,13.030,-0.130,-0.060,0.054,-1.00,-38.76
35699,10.608,-0.314,12.986,-0.070,0.104,0.044,-1.39,-39.24
35949,10.386,-0.206,12.998,-0.118,-0.058,0.070,-0.91,-38.62
36199,10.476,-0.250,13.092,-0.164,-0.150,0.048,-1.09,-38.66
36449,10.450,-0.242,13.070,-0.136,-0.082,0.082,-1.06,-38.64
36699,10.582,-0.312,13.040,-0.062,0.104,0.020,-1.37,-39.05
36949,10.460,-0.206,13.024,0.004,0.306,0.044,-0.91,-38.77
37199,10.728,-0.346,13.046,-0.122,-0.114,0.026,-1.52,-39.42
37449,10.522,-0.258,13.012,-0.082,0.060,0.054,-1.14,-38.95
37699,10.490,-0.248,13.022,-0.096,0.032,0.062,-1.09,-38.85
37949,10.486,-0.240,13.020,-0.090,0.028,0.060,-1.06,-38.84
38199,10.524,-0.254,13.104,-0.184,-0.320,0.074,-1.11,-38.76
38449,10.464,-0.248,12.998,-0.102,0.034,0.060,-1.09,-38.83
38699,10.486,-0.238,13.020,-0.064,0.086,0.054,-1.05,-38.84
38949,10.610,-0.318,13.148,-0.160,-0.166,0.042,-1.39,-38.89
39199,10.332,-0.244,12.966,-0.090,0.082,0.080,-1.08,-38.54
39449,10.462,-0.258,13.030,-0.068,0.092,0.062,-1.13,-38.76
39699,10.498,-0.256,13.030,-0.112,-0.044,0.050,-1.13,-38.85
39949,10.314,-0.196,12.962,-0.066,0.104,0.082,-0.87,-38.51
40199,10.382,-0.218,13.070,-0.106,-0.018,0.064,-0.96,-38.46
40449,10.418,-0.212,12.848,-0.108,0.064,0.082,-0.95,-39.03
40699,10.582,-0.298,13.126,-0.130,-0.094,0.054,-1.30,-38.87
40949,10.456,-0.258,13.014,-0.080,0.080,0.062,-1.14,-38.77
41199,10.472,-0.284,13.030,-0.098,0.030,0.056,-1.25,-38.78
41449,10.512,-0.242,13.060,-0.100,0.006,0.054,-1.06,-38.83
41699,10.484,-0.236,13.044,-0.114,-0.046,0.062,-1.04,-38.79
41949,10.488,-0.242,13.042,-0.092,0.030,0.056,-1.06,-38.80
42199,10.498,-0.274,13.058,-0.098,0.020,0.056,-1.20,-38.79
42449,10.586,-0.310,13.074,-0.104,-0.060,0.042,-1.36,-38.99
42699,10.558,-0.260,13.020,-0.038,0.204,0.032,-1.14,-39.03
