
timestamp(ms),ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps),roll(deg),pitch(deg)
43204,7.948,-0.230,14.788,-0.088,0.058,0.048,-0.89,-28.25
43454,7.938,-0.170,14.788,-0.100,0.016,0.046,-0.66,-28.22
43705,7.942,-0.218,14.778,-0.084,0.060,0.046,-0.85,-28.25
43955,7.966,-0.200,14.766,-0.086,0.040,0.052,-0.78,-28.34
44205,7.946,-0.182,14.766,-0.084,0.058,0.050,-0.71,-28.28
44455,7.946,-0.178,14.762,-0.090,0.044,0.048,-0.69,-28.29
44705,7.946,-0.188,14.764,-0.096,0.040,0.048,-0.73,-28.29
44955,7.930,-0.164,14.786,-0.092,0.046,0.050,-0.64,-28.20
45205,7.918,-0.208,14.780,-0.096,0.040,0.048,-0.81,-28.18
45455,7.940,-0.166,14.764,-0.086,0.038,0.048,-0.64,-28.27
45706,7.924,-0.224,14.776,-0.094,0.034,0.046,-0.87,-28.20
45956,7.932,-0.176,14.784,-0.092,0.048,0.046,-0.68,-28.21
46206,7.924,-0.170,14.778,-0.082,0.058,0.050,-0.66,-28.20
46456,7.934,-0.198,14.776,-0.086,0.050,0.050,-0.77,-28.23
46706,7.918,-0.184,14.776,-0.086,0.054,0.046,-0.71,-28.18
46956,7.926,-0.170,14.784,-0.088,0.050,0.052,-0.66,-28.20
47206,7.934,-0.192,14.766,-0.092,0.044,0.046,-0.74,-28.25
47456,7.956,-0.178,14.770,-0.102,0.014,0.052,-0.69,-28.31
47707,7.926,-0.202,14.790,-0.088,0.052,0.048,-0.78,-28.18
47957,7.930,-0.172,14.770,-0.092,0.034,0.052,-0.67,-28.23
48207,7.936,-0.186,14.744,-0.094,0.026,0.044,-0.72,-28.29
48457,7.956,-0.170,14.758,-0.102,0.028,0.054,-0.66,-28.33
48707,7.934,-0.196,14.760,-0.090,0.036,0.054,-0.76,-28.26
48957,7.930,-0.168,14.778,-0.090,0.056,0.056,-0.65,-28.22
49207,7.928,-0.176,14.750,-0.090,0.066,0.044,-0.68,-28.26
49457,7.936,-0.220,14.790,-0.088,0.048,0.046,-0.85,-28.21
49708,7.922,-0.190,14.780,-0.094,0.050,0.052,-0.74,-28.19
49958,7.938,-0.210,14.784,-0.078,0.062,0.040,-0.81,-28.23
50208,7.966,-0.190,14.792,-0.052,0.132,0.040,-0.74,-28.30
50458,7.958,-0.236,14.794,-0.068,0.078,0.046,-0.91,-28.27
50708,7.978,-0.194,14.810,-0.088,0.050,0.044,-0.75,-28.31
50958,7.930,-0.172,14.762,-0.098,0.036,0.050,-0.67,-28.24
51208,7.936,-0.186,14.766,-0.090,0.050,0.050,-0.72,-28.25
51458,7.944,-0.162,14.772,-0.092,0.042,0.050,-0.63,-28.27
51709,7.970,-0.148,14.820,-0.086,0.058,0.042,-0.57,-28.27
51959,8.056,-0.250,14.840,-0.110,0.004,0.048,-0.97,-28.49
52209,8.004,-0.190,14.824,-0.072,0.088,0.048,-0.73,-28.36
52459,7.940,-0.198,14.800,-0.102,0.038,0.048,-0.77,-28.21
52709,7.912,-0.162,14.794,-0.100,0.002,0.050,-0.63,-28.14
52959,7.940,-0.240,14.776,-0.092,0.034,0.044,-0.93,-28.25
53209,7.932,-0.240,14.794,-0.132,-0.042,0.054,-0.93,-28.20
53459,7.928,-0.200,14.786,-0.088,0.048,0.050,-0.77,-28.20
53710,7.928,-0.176,14.776,-0.088,0.050,0.056,-0.68,-28.21
53960,7.928,-0.200,14.754,-0.096,0.038,0.048,-0.78,-28.25
54210,7.930,-0.182,14.780,-0.088,0.034,0.052,-0.71,-28.21
54460,7.928,-0.168,14.756,-0.088,0.040,0.048,-0.65,-28.25
54710,7.940,-0.194,14.756,-0.098,0.034,0.052,-0.75,-28.28
54960,7.940,-0.182,14.788,-0.092,0.038,0.052,-0.71,-28.23
55210,7.936,-0.172,14.784,-0.084,0.046,0.044,-0.67,-28.23
55460,7.938,-0.188,14.772,-0.086,0.046,0.048,-0.73,-28.25
55711,7.944,-0.170,14.756,-0.090,0.054,0.050,-0.66,-28.29
55961,7.928,-0.198,14.780,-0.094,0.034,0.056,-0.77,-28.21
56211,7.924,-0.168,14.764,-0.096,0.038,0.044,-0.65,-28.22
56461,7.932,-0.208,14.778,-0.096,0.034,0.050,-0.81,-28.22
56711,7.936,-0.184,14.802,-0.096,0.046,0.048,-0.71,-28.20
56961,7.940,-0.176,14.788,-0.092,0.040,0.054,-0.68,-28.23
57211,7.930,-0.172,14.766,-0.090,0.040,0.050,-0.67,-28.24
57461,7.922,-0.190,14.806,-0.086,0.050,0.046,-0.74,-28.15
57712,7.930,-0.154,14.780,-0.092,0.050,0.046,-0.60,-28.21
57962,7.932,-0.202,14.782,-0.084,0.050,0.046,-0.78,-28.22
58212,7.940,-0.178,14.776,-0.088,0.038,0.044,-0.69,-28.25
58462,7.930,-0.194,14.794,-0.084,0.060,0.050,-0.75,-28.19
58712,7.920,-0.184,14.792,-0.084,0.052,0.048,-0.71,-28.16
58962,7.930,-0.200,14.798,-0.082,0.054,0.050,-0.77,-28.18
59212,7.928,-0.208,14.806,-0.096,0.034,0.046,-0.80,-28.16
59462,7.932,-0.164,14.792,-0.094,0.034,0.050,-0.64,-28.20
59713,7.944,-0.160,14.794,-0.088,0.054,0.050,-0.62,-28.23
59963,7.934,-0.180,14.778,-0.088,0.040,0.052,-0.70,-28.23
60213,7.946,-0.136,14.800,-0.088,0.038,0.048,-0.53,-28.23
60463,7.928,-0.204,14.806,-0.090,0.038,0.046,-0.79,-28.16
60713,7.962,-0.164,14.796,-0.096,0.044,0.050,-0.64,-28.28
60963,7.932,-0.204,14.784,-0.090,0.036,0.048,-0.79,-28.21
61213,7.926,-0.146,14.786,-0.090,0.042,0.044,-0.57,-28.19
61463,7.948,-0.186,14.780,-0.088,0.044,0.052,-0.72,-28.27
61714,7.946,-0.194,14.776,-0.084,0.052,0.052,-0.75,-28.27
61964,7.934,-0.168,14.768,-0.086,0.054,0.048,-0.65,-28.25
62214,7.938,-0.184,14.782,-0.084,0.044,0.044,-0.71,-28.23
62464,7.940,-0.188,14.790,-0.090,0.050,0.046,-0.73,-28.23
62714,7.920,-0.150,14.784,-0.086,0.052,0.058,-0.58,-28.18
62964,7.926,-0.170,14.788,-0.094,0.044,0.052,-0.66,-28.19
63214,7.928,-0.188,14.786,-0.088,0.056,0.046,-0.73,-28.20
63464,7.910,-0.190,14.772,-0.084,0.052,0.056,-0.74,-28.17
63715,7.930,-0.202,14.786,-0.086,0.044,0.042,-0.78,-28.20
63965,7.948,-0.176,14.786,-0.074,0.082,0.050,-0.68,-28.26
64215,7.904,-0.202,14.784,-0.106,0.012,0.044,-0.78,-28.13
64465,7.936,-0.178,14.770,-0.090,0.034,0.048,-0.69,-28.25
64715,7.940,-0.164,14.770,-0.090,0.046,0.052,-0.64,-28.26
64965,7.958,-0.142,14.776,-0.080,0.060,0.054,-0.55,-28.30
65215,7.930,-0.192,14.774,-0.090,0.032,0.044,-0.74,-28.22
65465,7.954,-0.182,14.776,-0.094,0.034,0.052,-0.71,-28.29
65716,7.930,-0.210,14.782,-0.092,0.046,0.044,-0.81,-28.21
65966,7.940,-0.190,14.788,-0.092,0.034,0.056,-0.74,-28.23
66216,7.922,-0.192,14.776,-0.090,0.040,0.052,-0.74,-28.20
66466,7.924,-0.184,14.778,-0.086,0.040,0.044,-0.71,-28.20
66716,7.924,-0.172,14.786,-0.094,0.034,0.046,-0.67,-28.19
66966,7.920,-0.178,14.766,-0.088,0.056,0.050,-0.69,-28.21
67216,7.936,-0.198,14.760,-0.090,0.044,0.048,-0.77,-28.26
67466,7.948,-0.182,14.772,-0.094,0.040,0.048,-0.71,-28.28
67717,7.922,-0.186,14.784,-0.094,0.046,0.050,-0.72,-28.18
67967,7.948,-0.184,14.748,-0.092,0.044,0.048,-0.71,-28.32
68217,7.934,-0.178,14.782,-0.086,0.044,0.052,-0.69,-28.22
68467,7.928,-0.184,14.754,-0.084,0.048,0.044,-0.71,-28.25
68717,7.946,-0.178,14.750,-0.090,0.026,0.040,-0.69,-28.31
68967,7.940,-0.186,14.756,-0.086,0.044,0.054,-0.72,-28.28
69217,7.940,-0.164,14.766,-0.092,0.038,0.048,-0.64,-28.27
69467,7.924,-0.200,14.772,-0.094,0.042,0.042,-0.78,-28.21
69718,7.936,-0.154,14.756,-0.090,0.042,0.050,-0.60,-28.27
69968,7.942,-0.178,14.764,-0.080,0.056,0.048,-0.69,-28.28
70218,7.926,-0.184,14.760,-0.094,0.038,0.048,-0.71,-28.23
70468,7.938,-0.164,14.778,-0.092,0.040,0.056,-0.64,-28.24
70718,7.924,-0.206,14.770,-0.092,0.044,0.056,-0.80,-28.21
70968,7.948,-0.156,14.774,-0.096,0.052,0.046,-0.60,-28.28
71218,7.918,-0.190,14.750,-0.088,0.034,0.052,-0.74,-28.23
71468,7.942,-0.152,14.762,-0.084,0.046,0.054,-0.59,-28.28
71719,7.946,-0.178,14.754,-0.092,0.038,0.038,-0.69,-28.30
71969,7.936,-0.188,14.768,-0.088,0.042,0.046,-0.73,-28.25
72219,7.932,-0.178,14.782,-0.084,0.052,0.052,-0.69,-28.22
72469,7.932,-0.172,14.786,-0.092,0.048,0.050,-0.67,-28.21
72719,7.930,-0.174,14.806,-0.086,0.050,0.046,-0.67,-28.17
72969,7.930,-0.166,14.796,-0.090,0.048,0.052,-0.64,-28.19
73219,7.930,-0.170,14.788,-0.086,0.042,0.050,-0.66,-28.20
73469,7.918,-0.190,14.776,-0.086,0.044,0.050,-0.74,-28.18
73720,7.928,-0.174,14.788,-0.084,0.056,0.046,-0.67,-28.19
73970,7.922,-0.204,14.788,-0.094,0.038,0.044,-0.79,-28.18
74220,7.920,-0.186,14.796,-0.092,0.050,0.044,-0.72,-28.16
74470,7.936,-0.182,14.788,-0.092,0.042,0.044,-0.71,-28.22
74720,7.916,-0.170,14.778,-0.090,0.042,0.056,-0.66,-28.17
74970,7.938,-0.180,14.772,-0.090,0.036,0.048,-0.70,-28.25
75220,7.936,-0.190,14.780,-0.090,0.038,0.050,-0.74,-28.23
75470,7.922,-0.176,14.776,-0.090,0.044,0.050,-0.68,-28.20
75721,7.930,-0.174,14.788,-0.094,0.036,0.044,-0.67,-28.20
75971,7.918,-0.166,14.794,-0.092,0.032,0.046,-0.64,-28.15
76221,7.910,-0.168,14.778,-0.080,0.070,0.050,-0.65,-28.16
76471,7.916,-0.178,14.800,-0.102,0.022,0.054,-0.69,-28.14
76721,7.886,-0.138,14.798,-0.100,0.026,0.050,-0.53,-28.05
76971,7.922,-0.130,14.790,-0.084,0.060,0.050,-0.50,-28.17
77221,7.946,-0.210,14.776,-0.088,0.054,0.052,-0.81,-28.27
77471,7.934,-0.152,14.780,-0.096,0.030,0.050,-0.59,-28.23
77722,7.936,-0.190,14.798,-0.088,0.044,0.050,-0.74,-28.20
77972,7.976,-0.158,14.762,-0.090,0.042,0.048,-0.61,-28.38
78222,7.948,-0.208,14.796,-0.090,0.038,0.052,-0.81,-28.24
78472,7.940,-0.148,14.778,-0.092,0.044,0.050,-0.57,-28.25
78722,7.906,-0.194,14.802,-0.090,0.038,0.048,-0.75,-28.11
78972,7.948,-0.188,14.790,-0.104,0.026,0.050,-0.73,-28.25
79222,7.944,-0.192,14.806,-0.092,0.024,0.050,-0.74,-28.21
79472,7.924,-0.180,14.798,-0.092,0.034,0.046,-0.70,-28.17
79723,7.958,-0.170,14.770,-0.086,0.046,0.042,-0.66,-28.31
79973,7.942,-0.192,14.776,-0.092,0.044,0.050,-0.74,-28.26
80223,7.922,-0.168,14.798,-0.096,0.030,0.048,-0.65,-28.16
80473,7.942,-0.176,14.784,-0.094,0.032,0.050,-0.68,-28.24
80723,7.958,-0.182,14.798,-0.084,0.048,0.050,-0.70,-28.27
80973,7.922,-0.172,14.786,-0.086,0.054,0.052,-0.67,-28.18
81223,7.902,-0.168,14.772,-0.092,0.048,0.046,-0.65,-28.14
81473,7.910,-0.160,14.772,-0.098,0.010,0.048,-0.62,-28.17
81724,7.950,-0.194,14.782,-0.084,0.042,0.050,-0.75,-28.27
81974,7.928,-0.152,14.772,-0.090,0.042,0.042,-0.59,-28.22
82224,7.914,-0.174,14.782,-0.092,0.044,0.048,-0.67,-28.16
82474,7.922,-0.196,14.776,-0.092,0.040,0.050,-0.76,-28.20
82724,7.928,-0.210,14.790,-0.082,0.044,0.052,-0.81,-28.19
82974,7.954,-0.174,14.774,-0.084,0.042,0.050,-0.67,-28.30
83224,7.922,-0.192,14.782,-0.088,0.048,0.050,-0.74,-28.19
83474,7.942,-0.174,14.784,-0.088,0.038,0.048,-0.67,-28.24
83725,7.926,-0.160,14.792,-0.088,0.054,0.052,-0.62,-28.18
83975,7.934,-0.174,14.782,-0.090,0.028,0.052,-0.67,-28.22
84225,7.940,-0.152,14.756,-0.100,0.042,0.054,-0.59,-28.28
84475,7.926,-0.194,14.776,-0.088,0.042,0.048,-0.75,-28.21
84725,7.918,-0.170,14.774,-0.082,0.058,0.038,-0.66,-28.19
84975,7.930,-0.188,14.790,-0.096,0.042,0.046,-0.73,-28.20
85225,7.920,-0.172,14.772,-0.084,0.054,0.046,-0.67,-28.20
85475,7.922,-0.166,14.772,-0.092,0.038,0.054,-0.64,-28.20
85726,7.936,-0.186,14.754,-0.092,0.048,0.044,-0.72,-28.27
85976,7.934,-0.188,14.766,-0.092,0.048,0.046,-0.73,-28.25
86226,7.910,-0.186,14.762,-0.090,0.030,0.040,-0.72,-28.18
86476,7.926,-0.178,14.770,-0.090,0.038,0.050,-0.69,-28.22
86726,7.926,-0.164,14.736,-0.086,0.070,0.048,-0.64,-28.27
86976,7.926,-0.176,14.754,-0.090,0.038,0.042,-0.68,-28.24
87226,7.944,-0.168,14.742,-0.090,0.050,0.048,-0.65,-28.32
87476,7.910,-0.184,14.762,-0.086,0.044,0.046,-0.71,-28.18
87727,7.948,-0.182,14.770,-0.084,0.046,0.056,-0.71,-28.28
87977,7.936,-0.194,14.758,-0.094,0.048,0.050,-0.75,-28.27
88227,7.936,-0.178,14.784,-0.090,0.036,0.050,-0.69,-28.23
88477,7.912,-0.214,14.776,-0.084,0.060,0.050,-0.83,-28.16
88727,7.958,-0.188,14.764,-0.088,0.050,0.046,-0.73,-28.32
88977,7.934,-0.176,14.746,-0.094,0.042,0.044,-0.68,-28.28
89227,7.926,-0.190,14.774,-0.094,0.042,0.052,-0.74,-28.21
89477,7.928,-0.170,14.758,-0.088,0.042,0.050,-0.66,-28.24
89728,7.944,-0.166,14.762,-0.092,0.042,0.052,-0.64,-28.28
89978,7.932,-0.174,14.746,-0.096,0.034,0.050,-0.68,-28.27
90228,7.916,-0.198,14.756,-0.086,0.050,0.046,-0.77,-28.21
90478,7.912,-0.166,14.768,-0.096,0.012,0.050,-0.64,-28.18
90728,7.950,-0.186,14.762,-0.088,0.034,0.042,-0.72,-28.30
90978,7.948,-0.168,14.760,-0.088,0.040,0.046,-0.65,-28.30
91228,7.930,-0.180,14.768,-0.092,0.038,0.052,-0.70,-28.23
91478,7.936,-0.174,14.764,-0.088,0.042,0.054,-0.68,-28.26
91729,7.948,-0.150,14.768,-0.090,0.042,0.054,-0.58,-28.29
91979,7.930,-0.162,14.770,-0.088,0.038,0.048,-0.63,-28.23
92229,7.934,-0.164,14.786,-0.066,0.080,0.050,-0.64,-28.22
92479,7.918,-0.170,14.776,-0.100,0.014,0.054,-0.66,-28.18
92729,7.940,-0.180,14.770,-0.092,0.036,0.052,-0.70,-28.26
92979,7.926,-0.174,14.764,-0.084,0.050,0.050,-0.68,-28.23
93229,7.928,-0.166,14.762,-0.088,0.040,0.048,-0.64,-28.24
93479,7.932,-0.200,14.766,-0.086,0.046,0.050,-0.78,-28.24
93730,7.916,-0.166,14.784,-0.088,0.046,0.046,-0.64,-28.17
93980,7.936,-0.170,14.740,-0.088,0.050,0.048,-0.66,-28.30
94230,7.952,-0.170,14.772,-0.086,0.054,0.050,-0.66,-28.29
94480,7.912,-0.174,14.772,-0.090,0.042,0.050,-0.67,-28.17
94730,7.940,-0.160,14.762,-0.094,0.028,0.054,-0.62,-28.27
94980,7.920,-0.186,14.754,-0.092,0.040,0.050,-0.72,-28.23
95230,7.932,-0.200,14.766,-0.094,0.032,0.062,-0.78,-28.24
95480,7.926,-0.162,14.796,-0.088,0.062,0.054,-0.63,-28.18
95731,7.930,-0.182,14.744,-0.084,0.048,0.052,-0.71,-28.27
95981,7.942,-0.164,14.758,-0.088,0.046,0.046,-0.64,-28.29
96231,7.926,-0.168,14.776,-0.084,0.040,0.046,-0.65,-28.21
96481,7.926,-0.184,14.784,-0.090,0.044,0.052,-0.71,-28.19
96731,7.932,-0.174,14.782,-0.090,0.048,0.052,-0.67,-28.22
96981,7.926,-0.172,14.778,-0.090,0.044,0.048,-0.67,-28.20
97231,7.902,-0.176,14.780,-0.082,0.056,0.052,-0.68,-28.13
97481,7.926,-0.198,14.804,-0.090,0.040,0.052,-0.77,-28.16
97732,7.942,-0.162,14.766,-0.094,0.028,0.050,-0.63,-28.27
97982,7.932,-0.200,14.772,-0.086,0.048,0.042,-0.78,-28.23
98232,7.946,-0.150,14.762,-0.094,0.028,0.048,-0.58,-28.29
98482,7.950,-0.190,14.766,-0.086,0.064,0.044,-0.74,-28.30
98732,7.946,-0.154,14.786,-0.084,0.040,0.046,-0.60,-28.25
98982,7.944,-0.160,14.788,-0.084,0.050,0.046,-0.62,-28.24
99232,7.938,-0.190,14.786,-0.088,0.036,0.060,-0.74,-28.23
99482,7.952,-0.140,14.762,-0.090,0.034,0.050,-0.54,-28.31
99733,7.930,-0.186,14.770,-0.092,0.038,0.048,-0.72,-28.23
99983,7.942,-0.118,14.746,-0.084,0.046,0.052,-0.46,-28.31
100233,7.926,-0.196,14.766,-0.096,0.044,0.054,-0.76,-28.22
100483,7.952,-0.104,14.752,-0.088,0.034,0.048,-0.40,-28.33
100733,7.914,-0.240,14.764,-0.096,0.030,0.052,-0.93,-28.19
100983,7.950,-0.126,14.746,-0.088,0.032,0.048,-0.49,-28.33
101233,7.916,-0.208,14.764,-0.096,0.032,0.050,-0.81,-28.20
101483,7.946,-0.148,14.758,-0.082,0.062,0.052,-0.57,-28.30
101734,7.924,-0.180,14.766,-0.092,0.034,0.044,-0.70,-28.22
101984,7.954,-0.128,14.766,-0.098,0.018,0.054,-0.50,-28.31
102234,7.928,-0.148,14.770,-0.100,0.020,0.056,-0.57,-28.22
102484,7.930,-0.158,14.778,-0.094,0.022,0.050,-0.61,-28.22
102734,7.928,-0.168,14.768,-0.090,0.040,0.048,-0.65,-28.23
102984,7.912,-0.172,14.778,-0.092,0.044,0.054,-0.67,-28.16
103234,7.908,-0.204,14.780,-0.092,0.032,0.054,-0.79,-28.15
103484,7.944,-0.202,14.742,-0.090,0.042,0.052,-0.79,-28.32
103735,7.950,-0.188,14.774,-0.098,0.030,0.046,-0.73,-28.28
103985,7.944,-0.186,14.758,-0.084,0.042,0.046,-0.72,-28.29
104235,7.948,-0.162,14.756,-0.090,0.050,0.048,-0.63,-28.31
104485,7.976,-0.136,14.750,-0.092,0.046,0.046,-0.53,-28.40
104735,7.944,-0.188,14.776,-0.086,0.054,0.044,-0.73,-28.26
104985,7.928,-0.160,14.772,-0.090,0.044,0.046,-0.62,-28.22
105235,7.940,-0.182,14.782,-0.090,0.046,0.052,-0.71,-28.24
105485,7.938,-0.158,14.776,-0.092,0.042,0.046,-0.61,-28.24
105736,7.932,-0.114,14.788,-0.092,0.038,0.050,-0.44,-28.21
105986,7.930,-0.198,14.796,-0.084,0.060,0.052,-0.77,-28.19
106236,7.966,-0.146,14.760,-0.084,0.054,0.054,-0.57,-28.35
106486,7.926,-0.184,14.788,-0.092,0.034,0.052,-0.71,-28.19
106736,7.926,-0.102,14.774,-0.106,0.002,0.056,-0.40,-28.21
106986,7.906,-0.208,14.800,-0.082,0.050,0.052,-0.81,-28.11
107236,7.966,-0.170,14.790,-0.090,0.024,0.048,-0.66,-28.31
107486,7.940,-0.186,14.770,-0.088,0.052,0.044,-0.72,-28.26
107737,7.944,-0.164,14.784,-0.092,0.030,0.052,-0.64,-28.25
107987,7.932,-0.146,14.782,-0.082,0.052,0.052,-0.57,-28.22
108237,7.936,-0.200,14.808,-0.090,0.036,0.050,-0.77,-28.19
108487,7.944,-0.118,14.774,-0.092,0.038,0.052,-0.46,-28.27
108737,7.914,-0.164,14.790,-0.088,0.040,0.046,-0.64,-28.15
108987,7.944,-0.158,14.786,-0.092,0.050,0.050,-0.61,-28.25
109237,7.942,-0.188,14.794,-0.084,0.042,0.044,-0.73,-28.23
109487,7.920,-0.184,14.796,-0.086,0.038,0.054,-0.71,-28.16
109738,7.932,-0.178,14.790,-0.088,0.046,0.050,-0.69,-28.20
109988,7.934,-0.182,14.788,-0.094,0.040,0.046,-0.71,-28.21
110238,7.932,-0.178,14.786,-0.090,0.036,0.048,-0.69,-28.21
110488,7.912,-0.184,14.794,-0.088,0.042,0.054,-0.71,-28.14
110738,7.938,-0.178,14.784,-0.088,0.044,0.056,-0.69,-28.23
110988,7.936,-0.166,14.774,-0.090,0.042,0.054,-0.64,-28.24
111238,7.916,-0.158,14.776,-0.094,0.044,0.052,-0.61,-28.18
111488,7.922,-0.182,14.788,-0.092,0.032,0.056,-0.71,-28.18
111739,7.924,-0.184,14.780,-0.092,0.038,0.046,-0.71,-28.20
111989,7.926,-0.160,14.786,-0.084,0.050,0.044,-0.62,-28.19
112239,7.906,-0.160,14.808,-0.086,0.046,0.052,-0.62,-28.10
112489,7.914,-0.172,14.782,-0.096,0.032,0.046,-0.67,-28.16
112739,7.916,-0.132,14.780,-0.082,0.048,0.052,-0.51,-28.17
112989,7.936,-0.170,14.782,-0.090,0.048,0.054,-0.66,-28.23
113239,7.916,-0.216,14.792,-0.076,0.076,0.046,-0.84,-28.15
113489,7.914,-0.184,14.762,-0.106,-0.002,0.048,-0.71,-28.19
113740,7.934,-0.228,14.794,-0.092,0.054,0.052,-0.88,-28.20
113990,7.924,-0.144,14.766,-0.070,0.092,0.054,-0.56,-28.22
114240,7.976,-0.188,14.808,-0.092,0.048,0.050,-0.73,-28.31
114490,7.936,-0.228,14.794,-0.094,0.046,0.062,-0.88,-28.21
114740,7.956,-0.170,14.818,-0.082,0.054,0.052,-0.66,-28.23
114990,7.924,-0.230,14.792,-0.080,0.074,0.046,-0.89,-28.17
115240,7.958,-0.166,14.760,-0.078,0.068,0.054,-0.64,-28.33
115490,7.934,-0.166,14.756,-0.092,0.044,0.048,-0.64,-28.26
115741,7.962,-0.120,14.782,-0.082,0.056,0.054,-0.47,-28.31
115991,7.928,-0.184,14.770,-0.092,0.044,0.054,-0.71,-28.22
116241,7.944,-0.162,14.786,-0.078,0.068,0.048,-0.63,-28.25
116491,7.924,-0.168,14.780,-0.094,0.020,0.052,-0.65,-28.20
116741,7.940,-0.148,14.770,-0.092,0.034,0.050,-0.57,-28.26
116991,7.966,-0.152,14.780,-0.090,0.046,0.054,-0.59,-28.32
117241,7.940,-0.194,14.790,-0.090,0.036,0.050,-0.75,-28.23
117491,7.924,-0.144,14.790,-0.094,0.028,0.050,-0.56,-28.18
117742,7.926,-0.172,14.758,-0.092,0.032,0.052,-0.67,-28.24
117992,7.948,-0.170,14.782,-0.080,0.056,0.048,-0.66,-28.26
118242,7.928,-0.164,14.784,-0.090,0.038,0.052,-0.64,-28.20
118492,7.916,-0.172,14.794,-0.090,0.038,0.050,-0.67,-28.15
118742,7.968,-0.136,14.776,-0.090,0.044,0.056,-0.53,-28.33
118992,7.930,-0.192,14.802,-0.084,0.046,0.050,-0.74,-28.18
119242,7.928,-0.152,14.784,-0.088,0.040,0.044,-0.59,-28.20
119492,7.946,-0.166,14.772,-0.086,0.058,0.052,-0.64,-28.27
119743,7.952,-0.170,14.774,-0.094,0.034,0.054,-0.66,-28.29
119993,7.918,-0.200,14.786,-0.090,0.044,0.052,-0.77,-28.17
120243,7.952,-0.152,14.774,-0.084,0.046,0.054,-0.59,-28.29
120493,7.930,-0.152,14.810,-0.096,0.036,0.052,-0.59,-28.17
120743,7.938,-0.162,14.796,-0.096,0.024,0.050,-0.63,-28.21
120993,7.940,-0.176,14.796,-0.088,0.038,0.048,-0.68,-28.22
121243,7.934,-0.172,14.794,-0.088,0.034,0.056,-0.67,-28.20
121493,7.942,-0.166,14.792,-0.086,0.038,0.058,-0.64,-28.23
121744,7.930,-0.180,14.784,-0.092,0.040,0.052,-0.70,-28.21
121994,7.930,-0.176,14.792,-0.088,0.046,0.046,-0.68,-28.19
122244,7.922,-0.174,14.796,-0.090,0.038,0.048,-0.67,-28.16
122494,7.922,-0.178,14.780,-0.090,0.030,0.056,-0.69,-28.19
122744,7.924,-0.182,14.792,-0.082,0.052,0.044,-0.70,-28.18
122994,7.930,-0.196,14.778,-0.090,0.044,0.054,-0.76,-28.22
123244,7.930,-0.186,14.782,-0.106,0.016,0.046,-0.72,-28.21
123494,7.942,-0.156,14.764,-0.092,0.044,0.048,-0.61,-28.28
123745,7.916,-0.168,14.758,-0.098,0.022,0.048,-0.65,-28.21
123995,7.922,-0.174,14.768,-0.088,0.038,0.048,-0.68,-28.21
124245,7.926,-0.178,14.786,-0.084,0.044,0.054,-0.69,-28.19
124495,7.940,-0.184,14.786,-0.096,0.034,0.052,-0.71,-28.23
124745,7.940,-0.146,14.774,-0.092,0.032,0.056,-0.57,-28.25
124995,7.936,-0.160,14.776,-0.086,0.040,0.056,-0.62,-28.24
125245,7.938,-0.154,14.752,-0.088,0.050,0.050,-0.60,-28.28
125495,7.898,-0.138,14.778,-0.098,0.052,0.048,-0.54,-28.12
125746,7.928,-0.164,14.782,-0.090,0.046,0.048,-0.64,-28.20
125996,7.938,-0.166,14.760,-0.086,0.042,0.052,-0.64,-28.27
126246,7.908,-0.178,14.754,-0.116,0.020,0.064,-0.69,-28.19
126496,7.928,-0.186,14.778,-0.082,0.052,0.052,-0.72,-28.21
126746,7.922,-0.170,14.788,-0.088,0.058,0.054,-0.66,-28.18
126996,7.946,-0.172,14.758,-0.092,0.036,0.054,-0.67,-28.30
127246,7.942,-0.168,14.770,-0.086,0.052,0.052,-0.65,-28.27
127496,7.944,-0.160,14.764,-0.090,0.048,0.042,-0.62,-28.28
127747,7.950,-0.168,14.764,-0.092,0.034,0.048,-0.65,-28.30
127997,7.946,-0.182,14.766,-0.084,0.052,0.050,-0.71,-28.28
128247,7.914,-0.176,14.790,-0.086,0.048,0.058,-0.68,-28.15
128497,7.922,-0.174,14.776,-0.090,0.038,0.060,-0.67,-28.20
128747,7.922,-0.188,14.786,-0.088,0.046,0.052,-0.73,-28.18
128997,7.906,-0.170,14.766,-0.090,0.046,0.052,-0.66,-28.16
129247,7.922,-0.168,14.776,-0.086,0.050,0.052,-0.65,-28.20
129497,7.942,-0.160,14.756,-0.086,0.048,0.046,-0.62,-28.29
129748,7.930,-0.176,14.750,-0.088,0.044,0.054,-0.68,-28.26
129998,7.940,-0.174,14.792,-0.074,0.070,0.050,-0.67,-28.22
130248,7.934,-0.160,14.756,-0.088,0.052,0.054,-0.62,-28.26
130498,7.924,-0.170,14.758,-0.086,0.052,0.054,-0.66,-28.23
130748,7.942,-0.136,14.840,-0.080,0.034,0.044,-0.53,-28.15
130998,8.076,-0.316,15.026,-0.032,0.100,0.008,-1.20,-28.25
131248,7.920,-0.172,14.764,-0.064,0.094,0.050,-0.67,-28.21
131498,7.908,-0.158,14.762,-0.092,0.042,0.048,-0.61,-28.18
131749,7.876,-0.130,14.740,-0.056,0.138,0.064,-0.51,-28.12
131999,7.944,-0.132,14.766,-0.140,-0.056,0.052,-0.51,-28.28
132249,7.956,-0.186,14.788,-0.090,0.050,0.048,-0.72,-28.28
