

38994,-0.060,0.544,16.442,0.044,0.014,-0.052,1.89,0.21
39244,-0.076,0.538,16.458,0.044,0.012,-0.054,1.87,0.26
39494,-0.068,0.542,16.442,0.050,0.012,-0.054,1.89,0.24
39744,-0.052,0.534,16.426,0.046,0.018,-0.054,1.86,0.18
39994,-0.070,0.540,16.446,0.046,0.010,-0.052,1.88,0.24
40244,-0.088,0.544,16.436,0.042,0.012,-0.058,1.90,0.31
40494,-0.076,0.536,16.450,0.042,0.014,-0.056,1.87,0.26
40744,-0.348,-2.286,17.504,-1.792,-2.554,-3.250,-7.44,1.13
40994,-2.420,1.860,13.294,-18.446,9.348,9.654,7.96,10.22
41244,-6.086,6.836,9.960,1.182,-19.686,-4.152,34.46,26.74
41494,0.306,2.808,10.042,3.884,-7.654,-1.986,15.62,-1.68
41744,1.834,5.740,20.268,-2.634,18.148,5.736,15.81,-4.98
41994,-4.780,-4.512,5.686,1.646,1.748,-0.454,-38.43,33.37
42244,2.986,-0.944,16.854,8.554,-2.620,6.450,-3.21,-10.03
42494,0.736,0.718,18.958,-15.850,15.020,-4.900,2.17,-2.22
42744,-2.776,-2.456,16.412,8.156,-11.580,-0.050,-8.51,9.50
42994,1.740,2.890,22.868,2.158,0.422,-1.600,7.20,-4.32
43244,-0.826,2.246,11.478,-8.286,20.974,-4.960,11.07,4.04
43494,-2.408,0.292,10.986,12.276,-15.974,-3.540,1.52,12.36
43744,2.054,1.966,25.222,1.672,-6.290,-0.144,4.46,-4.64
43994,-0.216,3.042,17.730,-5.914,16.192,-0.828,9.74,0.69
44244,-5.028,-3.562,3.782,2.968,-1.822,-0.060,-43.28,44.06
44494,-0.600,8.724,26.870,4.606,-12.048,3.156,17.99,1.22
44744,2.440,1.592,20.746,-4.452,9.076,1.144,4.39,-6.69
44994,-5.020,-2.284,9.674,-3.286,10.958,-2.308,-13.28,26.80
45244,-0.838,0.360,22.004,6.362,-6.024,-3.378,0.94,2.18
45494,3.328,0.992,20.668,-1.812,-3.696,0.710,2.75,-9.14
45744,-3.826,0.534,12.962,-3.854,13.852,-2.494,2.36,16.43
45994,1.024,-3.196,7.484,8.272,-19.030,3.186,-23.12,-7.17
46244,3.612,-0.896,17.998,0.278,-2.284,-1.916,-2.85,-11.33
46494,-1.998,0.688,2.974,-6.544,21.716,-1.458,13.03,33.21
46744,-2.172,3.666,22.550,3.856,-13.748,0.556,9.23,5.43
46994,2.290,0.574,20.200,0.232,0.392,4.136,1.63,-6.47
47244,0.658,0.890,16.330,-4.038,0.596,-5.804,3.12,-2.30
47494,2.746,-4.928,15.086,1.284,0.578,9.022,-18.09,-9.82
47744,-0.272,4.218,16.468,1.864,-0.792,7.772,14.37,0.92
47994,0.382,2.938,15.086,-4.692,-2.044,-9.508,11.02,-1.42
48244,4.436,-9.834,17.048,1.090,1.856,10.134,-29.98,-12.70
48494,0.478,5.966,16.704,4.840,1.460,11.356,19.65,-1.54
48744,0.946,5.056,15.764,-7.772,-1.776,-8.802,17.78,-3.27
48994,2.194,-5.802,17.510,-2.412,-1.042,-0.394,-18.33,-6.78
49244,1.298,2.940,16.760,7.156,1.030,8.210,9.95,-4.36
49494,1.228,3.910,16.712,-2.706,0.370,-5.704,13.17,-4.09
49744,1.886,-1.574,17.768,-2.630,-1.096,-6.744,-5.06,-6.04
49994,1.268,1.728,15.748,8.404,1.512,8.708,6.26,-4.58
50244,0.168,8.414,15.464,-2.760,-0.792,-2.268,28.55,-0.55
50494,1.556,-3.700,13.934,-5.366,1.726,-7.086,-14.87,-6.16
50744,2.152,-3.000,16.136,8.944,-1.012,9.292,-10.53,-7.47
50994,0.750,6.326,16.040,1.194,0.160,-0.046,21.52,-2.49
51244,1.614,-1.932,18.842,-9.046,1.438,-7.176,-5.85,-4.87
51494,1.952,-2.986,15.722,6.272,-2.194,8.718,-10.75,-6.95
51744,0.736,5.384,16.780,3.462,0.884,3.942,17.79,-2.39
51994,1.924,-0.582,16.722,-12.364,0.858,-13.590,-1.99,-6.56
52244,3.266,-10.084,14.174,7.516,-0.398,7.938,-35.43,-10.63
52494,0.384,7.656,15.532,3.450,2.720,5.866,26.24,-1.27
52744,1.530,0.116,17.650,-8.278,1.050,-7.772,0.38,-4.95
52994,2.522,-6.594,15.174,6.948,0.966,7.164,-23.49,-8.67
53244,-0.410,4.096,17.456,-4.724,0.836,-2.770,13.21,1.31
53494,1.272,-0.438,15.848,-0.150,-6.198,-3.074,-1.58,-4.59
53744,6.112,-0.298,18.802,-0.178,-1.796,-0.564,-0.91,-18.01
53994,1.640,-4.252,13.628,1.306,1.408,1.938,-17.33,-6.55
54244,-3.960,-0.654,18.194,-1.298,2.618,-0.098,-2.06,12.27
54494,1.608,-5.126,8.608,-0.244,3.940,-6.004,-30.77,-9.12
54744,6.680,1.622,21.958,1.434,-0.894,-0.884,4.22,-16.88
54994,1.550,-0.428,17.968,-0.372,-1.188,3.560,-1.36,-4.93
55244,-5.366,-0.746,21.166,-1.900,-2.064,-0.962,-2.02,14.22
55494,1.204,-3.000,15.384,-1.544,-0.680,-8.326,-11.03,-4.39
55744,6.952,-0.026,16.212,2.134,0.428,-2.130,-0.09,-23.21
55994,4.002,-0.506,21.822,-5.900,-1.694,1.222,-1.33,-10.39
56244,-5.912,1.122,15.880,-0.120,1.464,1.284,4.04,20.37
56494,0.134,-2.256,17.860,2.814,-2.718,-2.642,-7.20,-0.43
56744,7.746,3.420,19.044,-0.154,-0.558,1.476,10.18,-21.82
56994,3.696,0.992,15.440,-4.338,1.320,2.044,3.68,-13.44
57244,-5.930,-0.330,21.538,0.028,-0.736,4.350,-0.88,15.39
57494,-1.626,-3.140,13.300,1.358,-1.812,-4.278,-13.28,6.79
57744,5.888,1.424,13.076,2.430,-3.356,3.738,6.22,-24.12
57994,4.706,-1.536,14.360,-1.612,6.636,-1.662,-6.11,-18.05
58244,-6.650,-1.402,15.920,2.694,0.800,4.590,-5.03,22.59
58494,-1.944,-4.190,9.514,1.394,-4.440,-1.406,-23.77,10.59
58744,7.696,4.392,19.634,1.050,0.214,1.944,12.61,-20.93
58994,4.498,-0.986,16.276,-2.732,5.320,0.754,-3.47,-15.42
59244,-6.594,-1.924,16.172,2.956,2.126,6.568,-6.78,22.04
59494,-3.020,-3.648,14.526,-0.636,0.624,-4.134,-14.10,11.40
59744,6.950,-4.622,18.734,0.622,-8.146,1.416,-13.86,-19.81
59994,7.236,-0.478,17.902,-1.322,7.054,-1.654,-1.53,-22.00
60244,-3.764,-0.394,16.980,5.090,-1.108,4.440,-1.33,12.50
60494,-3.700,-2.334,17.954,-3.598,-0.458,-3.752,-7.41,11.55
60744,6.184,-0.332,17.358,1.724,-5.648,-0.170,-1.10,-19.61
60994,7.218,1.310,14.982,-2.810,4.794,-0.372,5.00,-25.64
61244,-1.512,-4.308,23.516,0.836,-1.618,2.764,-10.38,3.62
61494,-3.862,-5.938,13.030,-1.038,6.192,-0.806,-24.50,15.09
61744,-0.428,-4.324,11.966,6.538,-7.652,-4.516,-19.87,1.93
61994,1.906,0.584,11.646,2.362,2.664,-2.660,2.87,-9.28
62244,2.282,0.874,15.888,-0.284,-0.232,-2.456,3.15,-8.16
62494,0.734,-0.606,17.624,4.960,0.134,-1.870,-1.97,-2.38
62744,0.094,1.434,16.402,-0.476,0.430,-0.770,5.00,-0.33
62994,0.794,1.214,16.438,0.014,0.252,-0.318,4.22,-2.76
63244,0.152,0.942,16.494,-0.132,-0.002,-0.342,3.27,-0.53
63494,0.132,0.826,16.444,-0.008,0.116,-0.132,2.88,-0.46
63744,-0.170,0.422,16.458,-0.400,-0.036,-0.112,1.47,0.59
63994,0.100,0.548,16.476,-0.196,0.058,-0.094,1.90,-0.35
64244,0.068,0.498,16.468,-0.032,0.048,-0.094,1.73,-0.24
64494,0.060,0.474,16.456,0.022,0.048,-0.082,1.65,-0.21
64744,0.024,0.454,16.450,0.148,0.046,-0.120,1.58,-0.08
64994,0.034,0.394,16.474,0.002,0.030,-0.116,1.37,-0.12
