
>>> Exporting CSV... <<<
--- CSV EXPORT START ---
timestamp(ms),ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps
122521,-0.169,-0.387,0.355,-106.748,55.206,-50.031
122771,0.427,-0.770,0.690,0.305,45.237,-67.924
123021,-0.270,-0.549,0.947,14.321,-145.084,2.748
123271,0.080,-0.398,0.471,-17.328,24.076,23.893
123521,-0.040,-0.760,0.978,21.328,35.298,-8.809
123771,0.217,-0.654,0.652,-19.099,37.160,53.160
124021,-0.016,-0.818,1.161,58.672,-99.099,-30.992
124271,0.000,-0.496,0.516,-76.275,-60.748,18.382
124521,0.027,-0.961,0.905,72.275,67.130,-41.725
124771,0.232,-0.479,0.587,30.931,44.916,-4.321
125021,0.347,-0.675,1.005,12.565,-57.969,22.718
125271,0.133,-0.489,0.693,-42.840,-121.802,49.664
125521,0.126,-0.576,0.389,35.115,11.878,-6.519
125771,0.126,-0.697,0.652,3.328,26.779,49.954
126021,0.227,-0.693,0.726,-12.122,-30.733,70.595
126271,0.170,-0.578,1.094,4.290,-112.824,23.374
126521,-0.028,-0.336,0.402,-38.015,-83.710,44.504
126771,0.077,-0.575,0.807,41.618,73.664,-33.359
127021,-0.084,-0.570,0.334,30.198,20.153,-9.160
127271,0.500,-0.776,1.263,65.099,-21.847,-46.580
127521,-0.006,-0.252,0.535,-65.511,-47.160,50.947
127771,0.022,-0.984,0.843,-4.809,53.038,-2.443
128021,0.080,-0.286,0.393,52.901,-17.160,-96.244
128271,0.448,-0.639,1.274,44.427,-54.687,-24.992
128521,0.013,-0.539,0.545,-53.863,-84.122,98.458
128771,0.115,-0.745,0.471,69.496,44.763,-25.420
129021,0.090,-0.685,0.596,33.084,64.794,44.382
129271,0.160,-0.809,0.785,-5.954,-15.588,-19.069
129521,0.044,-0.637,1.002,-27.328,-55.847,37.542
129771,0.136,-0.494,0.519,-24.702,-5.344,11.557
130021,-0.210,-0.582,0.805,1.069,41.664,7.618
130271,0.054,-0.751,0.653,33.023,71.389,20.504
130521,0.052,-0.842,1.183,31.908,-48.656,-25.450
130771,-0.099,-0.453,0.657,-72.748,-121.420,6.672
131021,0.001,-0.348,0.457,-12.656,14.229,-12.351
131271,0.031,-0.667,1.197,50.611,63.802,-13.313
131521,0.165,-0.545,0.627,32.107,30.229,-9.252
131771,-0.020,-0.532,1.372,-11.695,-45.313,-19.221
132021,0.068,-0.404,0.604,-50.947,-89.282,27.496
132271,0.170,-0.487,0.589,11.618,15.817,-4.076
132521,-0.015,-0.490,0.637,10.092,31.099,-4.947
132771,0.229,-0.754,0.837,-30.962,46.382,13.725
133021,0.113,-0.570,0.949,-7.710,-117.939,-31.969
133271,0.207,-0.242,0.423,15.908,-73.802,-32.183
133521,0.170,-0.486,1.675,42.626,-43.053,-55.053
133771,0.449,-0.329,0.809,-28.321,74.229,-62.473
134021,0.450,-0.258,1.188,0.580,-69.664,92.947
134271,0.193,-0.339,0.772,-35.176,-90.809,21.939
134521,0.194,-0.409,0.527,-5.221,20.855,1.939
134771,0.191,-0.438,0.612,4.061,89.695,-2.504
135021,0.460,-0.714,0.830,4.504,6.550,-10.824
135271,0.218,-0.282,0.932,-55.374,-58.153,54.000
135521,0.122,-0.336,0.491,-14.076,-85.069,2.809
135771,0.430,-0.497,1.419,-250.122,250.130,163.710
136021,0.211,-0.606,0.679,-66.244,26.351,10.183
136271,0.243,-0.656,1.048,-52.992,-68.321,-11.603
136521,0.014,-0.379,0.503,-60.947,-41.908,44.366
136771,0.171,-0.757,1.063,58.794,105.725,-33.069
137021,0.111,-0.540,0.507,-11.924,38.076,0.931
137271,0.333,-0.736,0.938,24.947,-32.931,-1.924
137521,0.067,-0.391,0.492,-44.580,-89.802,97.939
137771,-0.126,-0.729,0.663,40.519,11.023,-64.229
138021,-0.069,-0.601,0.620,-4.962,32.748,-5.191
138271,0.365,-0.699,0.752,21.573,6.290,2.137
138521,0.212,-0.780,1.241,-40.687,-55.649,48.977
138771,0.001,-0.375,0.504,-33.282,-37.573,22.305
139021,0.294,-0.637,0.977,75.374,75.511,-51.802
139271,0.151,-0.461,0.561,-10.031,42.305,-35.298
139521,0.263,-0.735,1.169,34.076,18.611,13.389
139771,0.113,-0.376,0.575,-46.550,-88.015,43.725
140021,0.050,-0.532,0.763,-2.702,19.374,-18.061
140271,0.011,-0.549,0.652,-0.947,18.611,-29.206
140521,0.334,-0.590,0.717,19.908,10.107,-0.931
140771,0.278,-0.446,1.119,-20.107,-43.634,53.985
141021,0.086,-0.466,0.591,-51.145,-81.496,45.603
141271,0.197,-0.699,0.859,73.191,96.122,-55.924
141521,0.168,-0.457,0.568,22.870,53.954,-5.359
141771,0.241,-0.716,1.072,-5.298,-25.969,-15.603
142021,0.297,-0.550,1.071,-26.443,-70.275,29.053
142271,0.067,-0.417,0.502,-6.641,-8.443,-16.534
142521,0.092,-0.561,0.669,20.153,62.962,47.053
142771,0.336,-0.610,0.791,8.977,12.061,44.092
143021,0.250,-0.662,1.399,19.130,-37.115,-25.344
143271,-0.046,-0.413,0.507,-58.550,-105.695,3.573
143521,0.149,-0.854,1.075,111.282,150.672,-58.641
143771,0.255,-0.512,0.621,-3.389,75.527,-25.359
144021,0.366,-0.568,1.213,24.779,-55.802,-44.107
144271,0.074,-0.493,0.677,-40.763,-93.817,11.374
144521,0.076,-0.325,0.515,17.557,30.107,28.076
144771,-0.074,-0.788,0.973,11.145,57.267,-26.000
145021,0.316,-0.715,0.874,26.931,10.779,-30.870
145271,0.189,-0.567,1.348,-46.534,-73.542,26.733
145521,0.021,-0.312,0.427,-26.718,-68.473,1.481
145771,0.146,-0.799,1.317,52.763,140.153,-36.229
146021,0.240,-0.497,0.709,21.420,59.802,-7.450
146271,0.101,-0.668,1.164,12.153,-33.405,-5.237
146521,-0.007,-0.424,0.544,-57.267,-75.496,31.527
146771,0.093,-0.366,0.482,38.901,31.282,-31.466
147021,0.070,-0.585,0.675,26.885,52.611,-44.290
147271,0.257,-0.626,0.959,9.282,-15.954,3.420
147521,0.148,-0.583,1.161,-34.244,-59.908,31.542
147771,0.034,-0.418,0.513,-28.153,-5.511,-26.916
148021,0.034,-0.542,0.950,-15.328,20.931,-10.672
148271,0.251,-0.439,0.733,48.565,33.908,-2.290
148521,-0.069,-0.809,1.403,-23.939,-1.099,-30.656
148771,-0.060,-0.443,0.630,-46.351,-15.344,-13.221
149021,0.233,-0.545,0.693,15.328,78.244,-65.771
149271,-0.104,-0.600,0.932,-23.069,-13.634,-7.832
149521,0.428,-0.532,0.887,-4.107,-12.626,44.595
149771,0.417,-0.436,0.852,-10.321,-93.954,121.252
150021,0.148,-0.389,0.967,-9.099,-142.427,112.611
150271,0.185,-0.705,0.813,14.290,-88.901,58.305
150521,0.188,-0.554,0.470,9.893,36.092,-35.573
150771,0.296,-0.598,1.163,12.061,19.679,-66.458
151021,0.106,-0.685,0.642,8.489,17.252,-32.031
151271,0.249,-0.726,0.857,-7.496,3.847,-40.183
151521,0.218,-0.441,0.547,-17.038,-23.985,9.649
151771,0.240,-0.522,0.673,-12.794,51.389,-43.252
152021,0.462,-0.593,0.780,1.878,39.237,-24.198
152271,-0.037,-0.533,0.620,-14.809,-6.321,6.244
152521,0.170,-0.649,0.804,9.725,-10.397,25.069
152771,0.240,-0.767,1.173,-34.840,3.802,-24.489
153021,0.327,-0.621,0.884,-6.611,-46.809,-1.863
153271,0.403,-0.453,0.547,66.824,-35.389,-47.527
153521,0.445,-0.447,0.928,8.489,23.756,-34.534
153771,0.484,-0.198,0.684,53.496,-5.420,-42.198
154021,0.466,-0.546,0.992,-29.679,-15.908,50.733
154271,0.464,-0.333,0.827,-6.275,-4.275,-24.840
154521,0.340,-0.616,0.647,2.489,9.420,12.458
154771,0.354,-0.607,1.033,2.626,18.916,1.573
155021,0.151,-0.655,0.662,-10.794,10.458,13.939
155271,0.056,-0.820,0.600,6.305,-9.359,-36.641
155521,0.219,-0.715,0.716,-31.130,49.878,-20.000
155771,0.413,-0.638,0.844,34.153,25.084,-15.252
156021,0.319,-0.620,0.660,7.053,-8.504,-11.374
156271,0.453,-0.581,0.604,-10.046,-38.321,-0.626
156521,0.360,-0.708,0.745,38.458,-68.519,75.481
156771,0.232,-0.792,0.631,107.115,-60.748,-14.153
157021,0.173,-0.808,0.730,38.244,-20.885,-37.832
157271,0.296,-0.748,0.596,-28.702,6.641,4.015
157521,0.310,-0.585,0.697,-13.237,0.641,-43.969
157771,0.315,-0.545,0.634,-13.725,57.344,-47.710
158021,0.291,-0.538,0.881,-1.344,116.458,-100.076
158271,0.201,-0.692,0.570,-49.145,3.802,-28.321
158521,0.492,-0.616,0.489,-0.977,-13.344,-26.626
158771,0.535,-0.653,0.407,14.992,-48.992,-6.244
159021,0.399,-0.693,0.381,24.168,-17.985,14.153
159271,0.506,-0.736,0.498,20.611,-19.008,37.863
159521,0.288,-0.774,0.584,-25.756,-33.389,23.038
159771,0.269,-0.754,0.377,16.656,-19.405,15.130
160021,0.523,-0.899,0.640,8.809,-67.542,45.389
160271,0.269,-0.537,0.402,65.740,-83.756,19.527
160521,0.268,-0.853,0.451,-32.275,54.611,45.557
160771,0.318,-0.456,0.776,4.565,52.534,-93.649
161021,0.414,-0.558,0.688,45.786,22.779,9.069
161271,0.377,-0.855,1.102,0.641,-49.527,30.794
161521,0.129,-0.406,0.336,-35.893,-69.908,50.122
161771,0.215,-0.827,0.701,52.260,37.985,-18.489
162021,0.100,-0.594,0.410,-15.985,17.710,-39.634
162271,0.506,-0.674,0.808,14.763,20.534,5.405
162521,0.360,-0.552,0.970,-4.351,-36.031,32.977
162771,0.168,-0.471,0.413,-24.198,-37.924,24.748
163021,0.183,-0.964,1.106,39.527,58.992,-47.313
163271,0.235,-0.422,0.497,19.710,38.672,-27.985
163521,0.231,-0.747,1.063,-20.702,-5.328,42.794
163771,0.137,-0.510,0.743,-29.420,-64.122,47.985
164021,0.121,-0.552,0.595,-1.695,-5.557,-9.374
164271,0.030,-0.689,0.830,-1.282,16.870,-16.672
164521,0.188,-0.612,0.638,14.458,-1.053,5.511
164771,0.257,-0.736,1.256,-5.817,-11.679,4.305
165021,0.168,-0.469,0.513,-12.489,-17.221,-2.534
165271,0.199,-0.728,0.737,5.313,38.015,12.504
165521,-0.002,-0.599,0.537,3.588,36.305,-19.939
165771,0.304,-0.704,0.813,6.519,5.099,5.756
166021,0.314,-0.693,1.492,-0.198,-77.878,46.458
166271,0.099,-0.445,0.461,-33.771,-78.550,27.603
166521,0.174,-0.975,0.871,58.870,59.267,-48.489
166771,0.324,-0.527,0.623,20.305,21.344,16.046
167021,0.344,-0.671,0.928,4.198,-56.198,20.565
167271,0.177,-0.642,0.971,-32.870,-118.519,103.023
167521,0.029,-0.646,0.536,17.160,-43.130,26.672
167771,0.141,-0.657,0.854,46.214,18.214,-29.863
168021,0.263,-0.595,0.727,11.863,6.336,8.092
168271,0.377,-0.672,1.136,4.473,-11.374,22.519
168521,0.150,-0.438,0.470,-38.580,-55.527,40.702
168771,0.154,-0.698,0.650,52.076,36.321,-23.282
169021,0.124,-0.635,0.536,-3.313,34.336,-27.786
169271,0.328,-0.664,0.786,11.847,-5.298,1.771
169521,0.357,-0.672,1.153,4.122,-16.427,12.626
169771,0.169,-0.409,0.457,-17.420,-54.473,-3.679
170021,0.114,-0.807,1.280,41.038,121.389,-39.191
170271,0.236,-0.506,0.762,19.878,87.924,-38.565
170521,0.257,-0.663,1.020,-4.244,-64.718,-1.817
170771,0.127,-0.538,0.892,-53.313,-106.702,21.389
171021,0.115,-0.413,0.395,25.008,13.176,-31.099
171271,0.240,-0.718,1.095,7.282,52.672,-3.649
171521,0.330,-0.504,0.810,24.229,24.947,-11.679
171771,0.204,-0.763,1.278,-17.939,-20.061,30.198
172021,0.179,-0.357,0.528,-36.870,-52.427,-3.695
172271,0.149,-0.586,0.798,46.015,90.321,-25.847
172521,0.203,-0.402,0.650,-1.863,62.977,-47.420
172771,0.378,-0.479,0.838,-1.573,-54.992,-15.863
173021,0.181,-0.606,1.148,-46.824,-3.725,-44.305
173271,0.072,-0.392,0.696,-40.458,92.992,-48.855
173521,0.105,-0.536,0.911,-17.557,107.069,-75.069
173771,0.224,-0.518,0.782,14.947,29.618,-63.878
174021,-0.033,-0.542,0.931,-17.160,12.977,29.053
174271,-0.035,-0.462,0.966,-7.435,63.969,-34.702
174521,-0.074,-0.474,0.754,18.611,31.374,-37.908
174771,-0.081,-0.481,0.809,-0.779,-10.382,18.763
175021,-0.176,-0.406,0.912,-12.092,-4.321,51.176
175271,-0.195,-0.255,0.809,10.992,-66.595,90.748
175521,-0.050,-0.259,0.941,-2.015,-46.931,40.229
175771,0.082,-0.274,0.860,21.939,-19.725,-11.374
176021,0.116,-0.335,1.179,97.695,-11.908,-71.069
176271,0.146,-0.145,1.045,-117.954,36.031,16.046
176521,-0.123,-0.306,0.955,-39.756,-48.107,-18.824
176771,0.248,-0.466,0.929,1.282,-21.374,-47.038
177021,0.189,-0.452,1.293,250.130,33.573,-84.718
177271,0.636,-0.112,0.824,-30.107,20.260,26.229
177521,-0.129,-0.939,0.539,-60.168,53.725,59.679
177771,-0.432,-0.789,0.421,-111.084,42.473,55.252
178021,-0.410,-0.984,0.455,250.130,-204.947,-106.748
178271,0.153,-0.798,1.079,-88.855,87.679,9.725
178521,0.170,-0.360,1.042,-130.183,-6.718,-57.160
178771,0.208,-0.724,0.466,-77.252,72.580,13.786
179021,0.168,-1.271,0.276,242.153,-105.206,-172.107
179271,-0.010,-1.045,-0.042,-250.122,109.023,108.931
179521,-0.015,-1.021,0.070,132.031,22.763,-51.954
179771,-0.031,-0.907,0.394,-12.397,9.603,-44.580
180021,0.023,-0.843,0.405,1.450,-0.580,-19.252
180271,0.017,-0.901,0.287,-8.183,9.099,3.481
180521,-0.046,-0.931,0.236,-6.046,31.130,-13.588
180771,-0.097,-1.318,0.329,-18.260,18.916,28.824
181021,-0.097,-0.864,0.036,21.878,-2.779,-93.710
181271,0.117,-0.982,0.297,-10.794,-62.092,33.053
181521,0.330,-0.935,0.370,20.916,-30.015,13.847
181771,0.270,-0.618,0.364,102.580,-41.542,-11.878
182021,0.475,-0.777,0.340,14.183,-25.221,-149.282
182271,0.396,-0.850,0.590,-65.634,-45.313,3.008
182521,0.464,-0.868,0.869,54.687,-39.481,-9.176
182771,0.613,-0.692,0.642,118.214,6.183,32.687
183021,0.225,-0.675,0.662,-30.748,-9.756,79.496
183271,0.263,-0.637,0.902,89.557,-71.481,-8.885
183521,0.530,-0.292,0.877,53.863,-51.496,-50.397
183771,0.449,-0.082,0.969,26.198,43.389,20.656
184021,0.475,-0.032,0.869,16.748,66.901,-8.580
184271,0.338,0.358,0.448,250.130,-187.496,79.893
184521,-0.103,-0.192,0.977,50.534,-78.229,-238.092
184771,0.094,-0.475,0.073,-145.496,125.237,-17.832
185021,-0.017,-0.480,0.882,-0.489,0.351,-0.718
185271,-0.036,-0.301,0.850,47.664,-14.870,-66.656
185521,-0.015,-0.234,0.950,46.229,0.809,-18.519
185771,0.180,0.194,1.012,-28.840,-14.779,-13.313
186021,0.006,0.081,1.017,179.908,-5.588,-54.473
186271,0.139,0.483,0.908,-17.939,-13.435,109.374
186521,0.212,0.412,0.791,-47.237,-17.924,33.786
186771,0.149,0.518,0.930,0.763,-24.931,-5.985
187021,0.151,0.419,0.902,10.565,11.878,-8.840
187271,0.180,0.416,0.907,1.573,-6.031,11.176
187521,0.190,0.423,0.914,8.061,3.282,5.649
187771,0.156,0.523,0.917,9.908,-5.740,-1.160
188021,0.146,0.426,0.869,4.000,-0.718,-3.695
188271,0.132,0.472,1.117,133.267,114.626,-21.603
188521,-0.028,0.538,0.783,15.450,-1.008,0.641
188771,0.007,0.653,0.727,-25.771,-11.756,-0.947
189021,0.050,0.602,0.814,-19.588,-19.435,-6.305
189271,0.132,0.577,0.834,-20.687,-17.802,17.969
189521,0.176,0.606,1.046,-39.481,74.626,71.450
189771,0.123,0.193,0.987,3.038,-31.649,57.481
190021,0.438,0.235,0.944,-108.183,38.015,48.977
190271,0.427,-0.090,0.945,6.214,43.985,-2.870
190521,0.254,-0.091,0.926,-70.931,-3.069,17.282
190771,0.157,-0.203,0.970,-9.359,10.901,3.954
191021,0.135,-0.232,0.967,-3.954,5.496,1.313
191271,0.114,-0.249,0.967,-3.435,4.366,0.885
191521,0.096,-0.265,0.963,-2.656,3.237,0.519
191771,0.085,-0.277,0.958,-0.763,1.802,0.214
192021,0.074,-0.287,0.958,-2.336,2.504,0.153
192271,0.063,-0.297,0.955,-1.725,1.802,-0.076
192521,0.057,-0.303,0.955,-1.313,1.695,0.046
192771,0.049,-0.307,0.951,-0.824,1.466,-0.046
193021,0.043,-0.314,0.951,-1.176,1.511,-0.061
193271,0.038,-0.319,0.952,-0.962,1.298,-0.076
193521,0.034,-0.323,0.948,-0.809,1.237,-0.107
193771,0.028,-0.328,0.946,-0.641,1.053,-0.168
194021,0.017,-0.333,0.946,-1.084,1.298,-0.137
194271,0.015,-0.336,0.944,-0.565,0.870,-0.244
194521,0.013,-0.338,0.942,0.153,0.382,-0.321
194771,0.011,-0.340,0.941,0.183,0.550,-0.275
195021,0.012,-0.342,0.942,0.412,0.244,-0.412
195271,0.008,-0.341,0.945,-0.229,0.672,-0.473
195521,0.006,-0.342,0.947,-1.511,1.176,-0.412
195771,0.009,-0.341,0.944,0.672,0.183,-0.366

--- CSV EXPORT END ---
