110.31,-4.55826,-3.67725,7.62263
110.41,-4.71148,-4.21351,8.08229
110.51,-4.59656,-3.94538,7.62263
110.62,-4.44334,-3.90708,7.27789
110.72,-4.51995,-3.71555,7.46941
110.83,-4.9413,-3.56234,7.46941
110.93,-4.903,-3.67725,7.58433
111.03,-4.78809,-3.90708,7.46941
111.14,-4.55826,-3.71555,7.43111
111.25,-4.51995,-3.83047,7.3928
111.35,-4.63487,-3.90708,7.31619
111.46,-4.63487,-3.83047,7.46941
111.56,-4.44334,-4.02199,7.3928
111.66,-4.40504,-3.90708,7.46941
111.76,-4.71148,-3.75386,7.58433
111.87,-4.78809,-3.90708,7.81416
111.97,-4.0603,-3.90708,7.89076
112.07,-4.21351,-4.0986,7.77585
112.18,-4.13691,-3.90708,7.58433
112.28,-4.0986,-3.86877,7.62263
112.38,-3.98369,-3.98369,7.62263
112.49,-3.83047,-3.94538,7.85246
112.59,-4.29012,-3.83047,7.81416
112.69,-4.17521,-3.86877,7.58433
112.80,-4.25182,-3.86877,7.69924
112.90,-4.0986,-3.67725,7.66094
113.00,-4.29012,-3.90708,7.27789
113.11,-7.58433,-3.83047,6.16705
113.21,-7.77585,-1.99184,5.89892
113.32,-8.1589,0.344742,4.903
113.42,-8.38873,3.56234,6.16705
113.52,-8.38873,3.75386,6.05214
113.63,-8.31211,2.56641,5.36266
113.73,-7.58433,0.268133,4.9413
113.83,-8.69516,-2.52811,1.07253
113.94,-8.50364,-4.74978,2.37489
114.04,-7.31619,-6.09044,2.10676
114.14,-8.88668,-5.93723,1.45558
114.25,-8.96329,-6.43519,1.41727
114.35,-6.5501,-6.85654,0.919312
114.45,-6.62671,-7.46941,1.45558
114.56,-4.63487,-5.55418,2.33659
114.66,-4.9413,-3.48573,2.33659
114.76,-7.3545,-6.39688,3.67725
114.88,-7.23959,-6.01384,4.29012
114.98,-5.20944,-5.59248,3.06437
115.08,-6.66501,-5.17113,4.82639
115.18,-7.16298,-4.40504,5.17113
115.29,-7.20128,-4.13691,4.903
115.39,-7.27789,-4.25182,2.33659
115.50,-7.85246,-4.67317,1.37897
115.60,-8.46534,-4.59656,1.30236
115.70,-8.65686,-5.01791,1.72371
115.81,-7.04806,-5.82231,1.72371
