96.42,-1.41727,-8.81008,2.79624
96.52,-1.37897,-8.65686,2.79624
96.63,-1.53219,-8.73347,2.87285
96.73,-1.45558,-8.81008,2.68133
96.83,-1.30236,-8.69516,2.79624
96.94,-1.34066,-8.81008,2.60472
97.04,-1.30236,-8.84838,2.75794
97.14,-1.41727,-8.84838,2.64302
97.25,-1.53219,-8.81008,2.94946
97.35,-1.41727,-8.88668,2.71963
97.46,-1.41727,-8.92499,2.68133
97.56,-1.22575,-8.77177,2.68133
97.66,-1.26405,-8.81008,2.64302
97.76,-1.26405,-8.88668,2.64302
97.87,-1.11084,-8.77177,2.75794
97.97,-1.11084,-9.07821,2.18337
98.07,-1.11084,-8.88668,2.52811
98.18,-1.80032,-8.84838,2.64302
98.28,-2.03015,-8.61855,3.10268
98.38,-1.80032,-8.81008,2.87285
98.49,-1.57049,-8.69516,2.91116
98.59,-1.37897,-8.84838,2.94946
98.69,-1.49388,-8.69516,2.94946
98.80,-1.37897,-8.73347,2.94946
98.90,-1.57049,-8.69516,2.64302
99.01,-1.72371,-8.88668,2.94946
99.11,-1.68541,-8.73347,3.10268
99.22,-1.57049,-8.73347,2.98777
99.32,-1.53219,-8.88668,2.87285
99.42,-1.57049,-8.77177,2.87285
99.53,-1.49388,-8.84838,2.83455
99.63,-1.49388,-8.81008,2.56641
99.74,-1.11084,-8.88668,2.41319
99.84,-1.26405,-8.88668,2.56641
99.94,-1.22575,-8.96329,2.37489
100.05,-1.03423,-9.03991,2.33659
100.15,-1.18745,-8.96329,2.41319
100.25,-1.14914,-9.0016,2.10676
100.36,-1.18745,-8.92499,2.18337
100.46,-1.22575,-8.92499,2.22167
100.56,-1.18745,-9.03991,2.14506
100.67,-1.11084,-9.0016,2.37489
100.77,-1.22575,-8.96329,2.37489
100.88,-1.41727,-8.92499,2.22167
100.98,-1.34066,-9.0016,2.18337
101.08,-1.26405,-9.07821,2.18337
101.18,-1.26405,-9.07821,2.4515
101.29,-0.229828,-9.53786,1.18745
101.39,-0.306437,-9.76769,0.957617
101.50,0.229828,-10.1124,0.536266
101.60,0.153219,-10.2273,0.191523
101.70,-0.306437,-10.5721,-0.766094
101.81,-0.459656,-9.88261,-1.22575
101.91,-0.689484,-9.30804,-2.94946
102.01,0.881008,-7.54602,-1.72371
102.11,2.75794,-7.12467,-0.114914
102.22,1.07253,-4.55826,1.18745
102.32,-0.114914,-6.77993,-0.612875
102.43,-1.30236,-10.0358,-1.80032
102.53,2.94946,-10.4955,-3.83047
102.63,2.18337,-13.1002,3.48573
102.74,-1.6471,-11.0701,-2.98777
102.85,0.114914,-9.23143,-0.0383047
102.95,-0.919312,-9.46126,-1.49388
103.05,-0.65118,-9.34634,-1.49388
103.16,-0.344742,-9.0016,-1.18745
103.26,-0.268133,-9.07821,-1.76202
103.36,-0.153219,-9.72939,-2.91116
103.46,0.268133,-11.4148,-2.10676
103.57,0.421352,-9.11651,0.689484
103.67,2.56641,-9.11651,-4.29012
103.77,-1.18745,-7.23959,-3.56234
103.88,-2.41319,-7.20128,-2.4515
103.98,-1.6471,-9.46126,-5.01791
104.08,-0.383047,-10.6487,-4.97961
104.19,-0.306437,-10.687,-4.0986
104.29,3.94538,-8.84838,-5.05622
104.40,0.57457,-5.24774,-0.0383047
104.50,-1.68541,-9.15482,-0.842703
104.60,0.612875,-9.42295,-1.22575
104.71,-0.536266,-9.49956,-1.11084
104.81,0.268133,-10.1507,-0.842703
104.91,-0.57457,-14.6707,-0.114914
105.02,-0.268133,-7.96737,-4.21351
105.12,-0.191523,-8.65686,-1.18745
105.22,-0.766094,-9.72939,-1.18745
105.33,0.0383047,-10.2657,-3.40912
105.43,-0.0383047,-10.7636,-4.40504
105.54,3.86877,-8.81008,-8.35042
105.64,-2.87285,-12.0277,-5.28605
105.74,-0.919312,-9.61448,-0.536266
105.85,-0.995922,-9.07821,-0.727789
105.95,-1.22575,-9.49956,-2.06845
106.05,-1.18745,-10.0358,-0.536266
106.15,-0.191523,-11.4148,0.268133
106.26,-3.83047,-8.35042,-0.842703
106.36,-3.40912,-8.04398,-0.612875
106.47,-1.26405,-10.4955,-2.03015
106.58,0.727789,-11.2616,-4.21351
106.68,4.59656,-9.49956,-7.89076
106.78,4.48165,-7.46941,-4.74978
106.89,-1.14914,-9.53786,-1.53219
106.99,-1.30236,-9.15482,-0.689484
107.09,-0.919312,-9.26973,-1.83862
107.20,-1.30236,-9.65278,-1.11084
107.30,-0.229828,-11.5297,0.153219
107.40,-5.13283,-8.31211,-0.306437
107.51,-1.14914,-8.42703,-0.306437
107.61,2.33659,-11.0701,-2.64302
107.71,3.75386,-11.1084,-5.59248
107.82,11.8745,-13.5599,-12.6022
107.92,0.689484,-10.6104,-2.60472
108.02,-0.766094,-9.38465,-2.33659
