5869.12,-3.75386,-11.1467,2.06845
5869.22,-2.79624,-9.30804,2.52811
5869.33,-0.268133,-6.97145,2.14506
5869.43,0.0,-8.38873,2.10676
5869.54,-8.38873,-10.189,0.459656
5869.64,-8.42703,-8.65686,-0.612875
5869.74,-8.69516,-6.93315,-0.689484
5869.85,-7.04806,-9.26973,1.30236
5869.95,-2.52811,-8.96329,3.2942
5870.05,-2.91116,-8.88668,2.22167
5870.16,-2.64302,-8.77177,2.79624
5870.26,-2.60472,-9.15482,2.41319
5870.36,-2.4515,-8.81008,2.4898
5870.47,-2.87285,-9.11651,1.6471
5870.57,-1.07253,-9.57617,1.83862
5870.67,-4.25182,-9.57617,-1.49388
5870.78,-4.13691,-8.61855,1.68541
5870.88,-1.91523,-9.30804,0.804398
5870.98,-6.43519,-7.69924,2.68133
5871.10,-6.28197,-9.53786,0.995922
5871.20,-2.4515,-9.46126,0.57457
5871.30,-2.71963,-9.15482,1.07253
5871.41,-2.60472,-9.38465,0.612875
5871.51,-2.33659,-9.34634,0.766094
5871.61,-3.14098,-9.11651,0.804398
5871.71,-3.17929,-9.23143,1.26405
5871.82,-2.60472,-9.23143,1.26405
5871.92,-2.56641,-9.0016,1.68541
5872.03,-2.4515,-9.19312,1.6088
5872.13,-2.68133,-9.07821,1.45558
5872.24,-2.56641,-9.11651,1.45558
5872.34,-2.98777,-9.11651,1.11084
5872.45,-2.56641,-9.34634,1.34066
5872.87,-2.75794,-9.19312,1.22575
5872.97,-2.71963,-9.15482,1.11084
5873.08,-2.91116,-9.19312,1.03423
5874.16,-2.94946,-9.19312,1.30236
5874.26,-2.68133,-9.23143,0.919312
5874.37,-2.75794,-9.23143,1.11084
5874.61,-2.64302,-9.19312,1.14914
5874.73,-2.94946,-9.30804,0.881008
5874.83,-2.91116,-9.15482,1.18745
5875.51,-2.71963,-9.30804,1.11084
5875.61,-2.60472,-9.19312,0.995922
5876.02,-2.60472,-9.0016,1.6088
5876.12,-3.06437,-9.23143,1.83862
5876.22,-3.60064,-8.77177,2.18337
5876.33,-3.14098,-9.03991,2.06845
5876.43,-3.33251,-8.73347,2.64302
5876.54,-3.48573,-8.69516,2.33659
5876.64,-2.83455,-8.84838,2.68133
5876.74,-3.02607,-8.84838,2.94946
5876.84,-3.98369,-8.65686,2.98777
5876.95,-3.98369,-9.30804,3.17929
5877.05,-4.21351,-10.4572,2.83455
5877.16,-3.98369,-8.46534,3.17929
5877.27,0.881008,-5.86062,0.191523
5877.37,0.919312,-7.08637,1.57049
5877.47,-4.25182,-12.2575,1.53219
5877.58,-12.2958,-9.11651,3.10268
5877.68,-8.1972,-7.62263,3.02607
5877.79,-3.14098,-11.9128,4.44334
5877.89,-1.72371,-9.07821,2.06845
5877.99,-2.91116,-9.03991,2.68133
5878.09,-2.29828,-9.0016,2.37489
5878.20,-2.03015,-9.30804,2.25998
5878.30,-2.25998,-9.15482,2.37489
5878.40,-3.40912,-8.92499,3.02607
5878.51,-1.6471,-10.4955,4.63487
5878.61,-4.13691,-9.57617,2.37489
5878.72,-3.94538,-10.1124,2.91116
5878.82,-3.71555,-5.97553,2.22167
5878.92,-3.02607,-6.70332,-0.497961
5879.03,-7.08637,-10.304,1.6471
5879.13,-7.23959,-9.11651,3.44742
5879.23,-6.05214,-7.92907,1.83862
5879.34,-3.83047,-8.31211,1.18745
5879.44,-3.40912,-8.12059,-0.612875
5879.54,-2.91116,-11.185,0.919312
5879.65,-2.03015,-9.46126,1.37897
5879.75,-2.03015,-9.34634,1.41727
5879.85,-2.64302,-9.15482,1.11084
5879.96,-2.52811,-9.19312,1.34066
5880.06,-2.52811,-9.07821,1.72371
5880.16,-2.52811,-9.07821,2.03015
5880.27,-2.60472,-9.11651,1.91523
5880.37,-2.68133,-9.07821,2.14506
5880.47,-2.60472,-9.15482,2.14506
5880.58,-2.52811,-9.11651,2.14506
5880.68,-2.52811,-9.0016,2.03015
5880.78,-2.79624,-9.03991,2.14506
5880.89,-2.68133,-8.92499,2.25998
5881.00,-2.68133,-8.92499,2.14506
5881.10,-2.79624,-9.03991,2.37489
5881.21,-2.94946,-9.0016,2.10676
5881.31,-2.79624,-8.96329,2.37489
5881.41,-2.87285,-8.92499,2.41319
5881.52,-2.79624,-8.84838,2.29828
5881.62,-2.91116,-8.92499,2.41319
5881.72,-2.68133,-9.07821,2.14506
5881.83,-2.83455,-8.88668,2.60472
5881.93,-2.83455,-9.03991,2.52811
5882.03,-2.83455,-9.0016,2.18337
5882.14,-2.87285,-9.07821,1.99184
5882.24,-2.79624,-9.03991,2.18337
5882.34,-2.71963,-8.92499,2.10676
5882.45,-2.68133,-9.11651,2.29828
5882.55,-2.83455,-9.11651,1.87693
5882.65,-2.75794,-8.92499,2.29828
5882.76,-2.79624,-9.07821,2.10676
5882.86,-2.68133,-9.07821,2.03015
5882.96,-2.75794,-9.03991,2.06845
5883.07,-2.71963,-9.0016,2.14506
5883.17,-2.68133,-9.0016,1.99184
5883.27,-2.91116,-9.0016,1.76202
5883.38,-2.71963,-9.0016,2.03015
5883.48,-2.83455,-8.92499,2.03015
5883.58,-2.79624,-9.07821,2.18337
5883.69,-2.83455,-8.96329,2.18337
5883.79,-2.91116,-9.0016,2.25998
5883.89,-2.98777,-9.0016,2.33659
5884.00,-2.83455,-8.96329,2.25998
5884.10,-2.83455,-8.96329,2.33659
5884.21,-2.75794,-8.92499,2.25998
5884.31,-2.87285,-8.96329,2.29828
5884.41,-3.14098,-9.07821,2.18337
5884.52,-2.98777,-9.03991,2.29828
5884.62,-2.94946,-9.07821,2.03015
5884.73,-2.79624,-8.96329,2.22167
5884.84,-2.94946,-8.96329,1.91523
5884.94,-2.71963,-8.96329,2.33659
5885.04,-2.79624,-9.03991,2.18337
5885.15,-2.75794,-8.84838,2.25998
5885.25,-2.79624,-9.0016,2.25998
5885.35,-2.71963,-8.84838,2.10676
5885.46,-2.94946,-9.0016,2.25998
5885.56,-2.79624,-8.92499,2.25998
5885.66,-2.68133,-8.84838,2.03015
5885.77,-2.75794,-9.03991,2.22167
5885.87,-2.83455,-9.07821,2.25998
5885.97,-2.64302,-9.07821,2.03015
5886.08,-2.94946,-9.11651,2.03015
5886.18,-3.02607,-9.03991,1.95354
5886.28,-2.98777,-9.03991,2.25998
5886.39,-2.91116,-8.96329,1.95354
5886.49,-2.71963,-8.96329,2.10676
5886.59,-2.75794,-8.96329,1.76202
5886.70,-2.75794,-8.96329,2.14506
5886.80,-2.87285,-8.92499,1.99184
5886.90,-2.91116,-8.92499,2.37489
5887.01,-2.87285,-9.0016,2.10676
5887.11,-2.94946,-9.0016,2.18337
5887.21,-2.75794,-8.88668,2.29828
5887.32,-2.87285,-9.0016,1.95354
5887.42,-2.94946,-9.07821,2.03015
5887.53,-2.87285,-8.88668,2.03015
5887.63,-2.79624,-9.0016,2.22167
5887.73,-2.87285,-8.92499,2.22167
