(3.2942, -4.78809, 7.96737)
(3.21759, -4.74978, 8.1972)
(2.87285, -4.74978, 8.08229)
(3.10268, -4.44334, 7.96737)
(3.02607, -4.82639, 8.00568)
(5.7457, -6.74162, 14.1344)
(5.86062, -9.76769, 12.7555)
(-1.53219, 1.49388, -5.63079)
(-2.22167, 5.32435, 0.114914)
(11.6829, -8.54194, 26.1238)
(13.8663, -7.23959, 12.6788)
(4.903, -2.60472, 1.37897)
(4.71148, 5.7457, -20.493)
(8.84838, -2.33659, 18.3862)
(11.2999, -5.78401, 18.0798)
(4.25182, -4.55826, 4.82639)
(4.0603, 3.02607, -16.0497)
(0.612875, -3.90708, 5.05622)
(21.6038, -10.6104, 35.5467)
(20.5696, -2.4515, 7.04806)
(1.03423, -2.18337, 4.82639)
(3.79216, -2.29828, 7.46941)
(5.59248, -2.10676, 8.50364)
(3.2559, -5.66909, 9.8443)
(3.37081, -3.63894, 8.69516)
(5.40096, -3.14098, 8.1972)
(2.91116, -2.60472, 7.73755)
(3.48573, -2.91116, 8.54194)
(3.02607, -2.94946, 7.23959)
(2.98777, -3.79216, 9.806)
(3.52403, -2.98777, 8.04398)
(3.75386, -3.67725, 8.04398)
(2.98777, -3.98369, 8.31211)
(3.48573, -3.56234, 8.69516)
(3.63894, -4.0986, 9.03991)
(3.79216, -2.60472, 7.50772)
(3.48573, -3.67725, 8.42703)
(4.36673, -3.90708, 7.96737)
(3.83047, -3.98369, 8.69516)
(3.90708, -3.56234, 8.54194)
(3.98369, -3.94538, 8.38873)
(3.63894, -3.40912, 8.1589)
(3.75386, -3.75386, 8.31211)
(4.13691, -3.71555, 8.61855)
(3.79216, -3.2942, 7.85246)
(3.79216, -3.79216, 8.54194)
(3.98369, -3.83047, 7.89076)
(3.75386, -3.71555, 8.23551)
(3.75386, -3.90708, 8.38873)
(3.75386, -3.79216, 8.1589)
(3.37081, -4.0986, 8.08229)
(3.71555, -4.17521, 8.61855)
(3.40912, -3.75386, 8.23551)
(3.86877, -3.63894, 8.77177)
(3.67725, -3.52403, 9.49956)
(2.14506, -2.60472, 7.69924)
(2.25998, -3.02607, 8.65686)
(2.4898, -3.52403, 9.53786)
(3.2559, -3.67725, 9.23143)
(3.44742, -3.75386, 8.00568)
(2.79624, -4.59656, 8.54194)
(3.06437, -4.21351, 8.50364)
(3.2942, -4.55826, 7.96737)
(3.40912, -4.55826, 8.1972)
(3.33251, -4.44334, 8.38873)
(3.2559, -4.44334, 8.50364)
(3.2559, -4.55826, 7.92907)
(3.37081, -4.67317, 8.1972)
(3.17929, -4.55826, 8.00568)
(3.14098, -4.59656, 8.1972)
(3.71555, -4.40504, 7.96737)
(3.21759, -4.59656, 8.12059)
(2.91116, -4.13691, 7.58433)
(3.2942, -5.17113, 8.50364)
(3.56234, -4.63487, 8.46534)
(3.2942, -4.25182, 8.42703)
(2.75794, -4.36673, 8.35042)
(3.63894, -4.44334, 8.69516)
(3.10268, -3.79216, 8.04398)
(3.2942, -4.21351, 8.12059)
(3.40912, -4.71148, 8.35042)
(3.2559, -6.05214, 8.08229)
(3.2559, -3.10268, 7.77585)
(3.14098, -3.75386, 8.38873)
(4.17521, -3.94538, 8.38873)
(3.98369, -3.83047, 8.08229)
(3.56234, -4.21351, 8.54194)
(3.75386, -4.13691, 7.73755)
(3.48573, -4.40504, 8.1589)
(3.67725, -4.36673, 8.58025)
(3.48573, -3.60064, 8.08229)
(3.67725, -3.86877, 8.04398)
(3.56234, -3.94538, 8.00568)
(3.52403, -4.32843, 8.58025)
(3.67725, -4.21351, 8.31211)
(3.52403, -3.90708, 8.23551)
(3.67725, -4.02199, 7.66094)
(3.60064, -4.17521, 8.27381)
(3.63894, -4.0603, 7.92907)
(3.79216, -4.02199, 8.00568)
(3.75386, -4.13691, 8.35042)
(3.40912, -4.17521, 8.35042)
(3.63894, -4.21351, 8.08229)
(3.79216, -4.21351, 8.46534)
(3.52403, -4.0603, 8.00568)
(3.67725, -4.13691, 8.12059)
(3.40912, -4.29012, 8.00568)
(3.44742, -4.25182, 8.35042)
(3.37081, -3.63894, 8.46534)
(3.40912, -4.25182, 8.27381)
(3.40912, -4.32843, 8.38873)
(3.2942, -4.32843, 8.04398)
