(3.90708, -1.14914, 8.92499)
(3.98369, -1.18745, 8.96329)
(4.02199, -1.11084, 8.88668)
(4.13691, -1.14914, 8.88668)
(3.98369, -1.14914, 8.73347)
(4.0986, -1.14914, 9.03991)
(4.13691, -1.07253, 8.96329)
(4.02199, -1.14914, 8.92499)
(4.17521, -1.18745, 8.84838)
(3.98369, -1.07253, 8.96329)
(4.13691, -1.11084, 8.96329)
(4.02199, -1.18745, 8.84838)
(3.98369, -1.11084, 8.81008)
(3.90708, -1.07253, 8.92499)
(3.94538, -1.30236, 8.92499)
(3.75386, -1.41727, 8.92499)
(3.75386, -1.41727, 9.11651)
(3.94538, -1.26405, 9.23143)
(2.94946, -0.995922, 9.26973)
(2.60472, -0.881008, 9.26973)
(2.56641, -0.689484, 9.53786)
(3.52403, -1.14914, 9.76769)
(3.10268, -0.689484, 9.42295)
(3.63894, 0.268133, 8.65686)
(3.44742, 0.344742, 7.85246)
(4.25182, 1.34066, 9.15482)
(4.55826, 0.957617, 8.84838)
(4.97961, 0.153219, 9.0016)
(4.903, -0.0383047, 8.84838)
(4.903, 0.0, 8.73347)
(5.09452, 0.0766094, 8.77177)
(4.9413, 0.114914, 8.31211)
(4.97961, 0.191523, 8.27381)
(5.13283, 0.0766094, 8.35042)
(5.05622, 0.191523, 8.54194)
(5.13283, 0.0, 8.1972)
(5.24774, 0.0766094, 8.1589)
(5.20944, 0.191523, 8.35042)
(5.17113, 0.0, 8.23551)
(5.01791, -0.191523, 8.1972)
(5.20944, 0.0, 8.27381)
(5.09452, 0.114914, 8.1972)
(5.20944, 0.0, 8.38873)
(5.20944, -0.114914, 8.27381)
(5.24774, -0.0766094, 8.23551)
(5.17113, 0.0, 8.46534)
(5.09452, -0.114914, 8.12059)
(5.17113, -0.153219, 8.23551)
(5.13283, -0.114914, 8.23551)
(5.17113, -0.191523, 8.1972)
(5.20944, -0.268133, 8.1589)
(5.13283, -0.229828, 8.1972)
(5.28605, -0.0383047, 8.23551)
(5.28605, -0.229828, 8.12059)
(5.17113, -0.229828, 8.27381)
(5.28605, -0.0766094, 8.1972)
(5.63079, -0.191523, 7.96737)
(4.74978, -0.153219, 8.42703)
(5.36266, -0.268133, 8.08229)
(5.24774, 0.0383047, 8.08229)
